Cta_Contable,Año,Mes,Fecha,Tipo_Comp,Num_Comp,Glosa,Primer_Analisis,Referencia,Debito,Credito,Num_Referencia
3101030-000,2023,1,2023-01-01T00:00:00-03:00,AJC,173,VENTAS DE PROYECTO,P-1677,P-1677,4081983,0,
3101030-000,2023,1,2023-01-01T00:00:00-03:00,AJC,174,VENTAS DE PROYECTO,P-1677,P-1677,6464848,0,
3101030-000,2023,1,2023-01-01T00:00:00-03:00,AJC,824,VENTAS DE PROYECTO,P-1700,P-1700,4673685,0,10604
3101030-000,2023,1,2023-01-01T00:00:00-03:00,AJC,825,VENTAS DE PROYECTO,P-1700,P-1700,1570055,0,10603
3101030-000,2023,1,2023-01-01T00:00:00-03:00,AJC,827,VENTAS DE PROYECTO,P-1704,P-1704,3613652,0,10602
3101030-000,2023,1,2023-01-01T00:00:00-03:00,AJC,828,VENTAS DE PROYECTO,P-1704,P-1704,40420148,0,10601
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,3,EP N°0009 INSTALACION SISTEMA TELECOMUNICACIONES,P-1677,76071313-9,0,6464848,13289
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,3,CP6025-015 OBRA EDIFICIO GALVARINO GALLARDO,P-1677,76071313-9,0,0,13289
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,3,Avance de Proyecto,P-1677,76071313-9,0,0,13289
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,4,EP N°0010 SERV. INSTALACION DE CORRIENTES DEBILES,P-1677,76071313-9,0,4081983,13290
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,4,CP6025-014-0010 OBRA -EDIFICIO GALVARINO GALLARDO,P-1677,76071313-9,0,0,13290
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,4,ESPECIALIDAD: CORRIENTES DEBILES,P-1677,76071313-9,0,0,13290
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,7,EP N° 7 OBRA Interiorismo MELI,P-1704,76525290-3,0,40420148,13291
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,7,"HES Nº 1000425585  UF 1.152,32X T/C 35.077,19",P-1704,76525290-3,0,0,13291
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,7,CONTRATO N° 7000026197 DE FECHA 01-08-2022 DETECCION Y EXTINCION DE INCENDIOS,P-1704,76525290-3,0,0,13291
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,8,EP N° 7 (adicional) OBRA Interiorismo MELI,P-1704,76525290-3,0,3613652,13292
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,8,"HES Nº 1000425585  UF 103.0200 X T/C 35.077,19",P-1704,76525290-3,0,0,13292
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,8,CONTRATO N° 7000026197 DE FECHA 01-08-2022 DETECCION Y EXTINCION DE INCENDIOS,P-1704,76525290-3,0,0,13292
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,9,EP N° 8 (avance) OBRA: NAVE 28000 BUENAVENTURA,P-1700,76525290-3,0,1570055,13293
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,9,"UF 44,76X T/C 35.077,19",P-1700,76525290-3,0,0,13293
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,9,CONTRATO N° 7000025807-00010 . DETECCION Y EXTINCION DE INCENDIOS,P-1700,76525290-3,0,0,13293
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,10,EP N° 8 (adicional) OBRA: NAVE 28000 BUENAVENTURA,P-1700,76525290-3,0,4673685,13294
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,10,"UF 133,24 X T/C 35.077,19",P-1700,76525290-3,0,0,13294
3101030-000,2023,1,2023-01-03T00:00:00-03:00,CVT,10,CONTRATO N° 7000025807-00010 . DETECCION Y EXTINCION DE INCENDIOS,P-1700,76525290-3,0,0,13294
3101030-000,2023,1,2023-01-10T00:00:00-03:00,CVT,205,EP ADICIONAL 1 OBRA ASTARA LOGISTICA CHILE SPA,P-1716,76040171-4,0,1170226,13306
3101030-000,2023,1,2023-01-10T00:00:00-03:00,CVT,205,Adicional Válvulas Red incendio ADR,P-1716,76040171-4,0,0,13306
3101030-000,2023,1,2023-01-12T00:00:00-03:00,CVT,304,"GLOSA: EP N°02, obra CC Paseo San Pedro",P-1709,76525290-3,0,7942575,13307
3101030-000,2023,1,2023-01-12T00:00:00-03:00,CVT,304,CONTRATO 7000026453  HES 1000440148,P-1709,76525290-3,0,0,13307
3101030-000,2023,1,2023-01-12T00:00:00-03:00,CVT,305,EP 35-3 OBRA ROJAS MAGALLANES,P-1687,76299890-4,0,4592780,13308
3101030-000,2023,1,2023-01-12T00:00:00-03:00,CVT,305,"130.56UF X T/C 35.178,67",P-1687,76299890-4,0,0,13308
3101030-000,2023,1,2023-01-12T00:00:00-03:00,CVT,305,SEGUN CONTRATO: 35 (21-42) DE FECHA 03 DE DICIEMBRE 2021,P-1687,76299890-4,0,0,13308
3101030-000,2023,1,2023-01-12T00:00:00-03:00,CVT,305,ESPECIALIDAD: INST.CORRIENTES DEBILES.,P-1687,76299890-4,0,0,13308
3101030-000,2023,1,2023-01-13T00:00:00-03:00,CVT,347,EP # 9,P-1690,76210676-0,0,4263575,13309
3101030-000,2023,1,2023-01-13T00:00:00-03:00,CVT,347,Nombre de Obra : Ongolmo 7290 Contrato # 360,P-1690,76210676-0,0,0,13309
3101030-000,2023,1,2023-01-13T00:00:00-03:00,CVT,347,"UF 121.0343 X T/C 35.226,17",P-1690,76210676-0,0,0,13309
3101030-000,2023,1,2023-01-16T00:00:00-03:00,CVT,400,EP N° 0009 OBRA: EDIFICIO MACUL ICALMA,P-1686,89853600-9,1519284,0,1016
3101030-000,2023,1,2023-01-16T00:00:00-03:00,CVT,400,UF 43.21 X T/C 34.998.47,P-1686,89853600-9,0,0,1016
3101030-000,2023,1,2023-01-16T00:00:00-03:00,CVT,400,SEGUN CONTRATO 0656-1016 DE FECHA 27-09-2021,P-1686,89853600-9,0,0,1016
3101030-000,2023,1,2023-01-16T00:00:00-03:00,CVT,400,SUB-CONTRATO 06561016 CORRIENTES DEBILES Y TELECOMUNICACIONES,P-1686,89853600-9,0,0,1016
3101030-000,2023,1,2023-01-16T00:00:00-03:00,CVT,401,EP N° 0009 OBRA: EDIFICIO MACUL ICALMA,P-1686,89853600-9,0,1519284,13314
3101030-000,2023,1,2023-01-16T00:00:00-03:00,CVT,401,UF 43.21 X T/C 34.998.47,P-1686,89853600-9,0,0,13314
3101030-000,2023,1,2023-01-16T00:00:00-03:00,CVT,401,SEGUN CONTRATO 0656-1016 DE FECHA 27-09-2021,P-1686,89853600-9,0,0,13314
3101030-000,2023,1,2023-01-16T00:00:00-03:00,CVT,401,SUB-CONTRATO 06561016 CORRIENTES DEBILES Y TELECOMUNICACIONES,P-1686,89853600-9,0,0,13314
3101030-000,2023,1,2023-01-17T00:00:00-03:00,CVT,495,EP N° OBRA CP6026 - Edificio Suiza CCDD,P-1688,76071313-9,0,4432592,13316
3101030-000,2023,1,2023-01-17T00:00:00-03:00,CVT,495,CP6026-029-0004 OBRA SUIZA,P-1688,76071313-9,0,0,13316
3101030-000,2023,1,2023-01-17T00:00:00-03:00,CVT,495,ESPECIALIDAD: CORRIENTES DEBILES,P-1688,76071313-9,0,0,13316
3101030-000,2023,1,2023-01-17T00:00:00-03:00,CVT,553,EP 2-15-6 OBRA 176 PLAZA CEPPI,P-1682,77594729-2,0,9525963,13317
3101030-000,2023,1,2023-01-17T00:00:00-03:00,CVT,553,"ESPECIALIDAD CORRIENTES DEBILES -
TELECOMUNICACIONES",P-1682,77594729-2,0,0,13317
3101030-000,2023,1,2023-01-17T00:00:00-03:00,CVT,553,"FORMA DE PAGO: CREDITO
 CONTRATO 2-15",P-1682,77594729-2,0,0,13317
3101030-000,2023,1,2023-01-19T00:00:00-03:00,CVT,675,EP N° 112-19-4 OBRA ECO HUEMUL,P-1694,76690901-9,0,6008135,13318
3101030-000,2023,1,2023-01-19T00:00:00-03:00,CVT,675,SUB-CONTRATO: PROV.E INST. DE CORRIENTES DEBILES-CENTRO DE COSTO 112,P-1694,76690901-9,0,0,13318
3101030-000,2023,1,2023-01-19T00:00:00-03:00,CVT,675,RETENCIONES 5% 11.36 UF,P-1694,76690901-9,0,0,13318
3101030-000,2023,1,2023-01-19T00:00:00-03:00,CVT,676,EP Anticipo 299-49-5 Obra 299 Edificio HOY Estoril,P-1695,84102200-9,0,1841513,13319
3101030-000,2023,1,2023-01-19T00:00:00-03:00,CVT,676,"Segun contrato N° ECBI-299-49 DE FECHA 11-02-2022
",P-1695,84102200-9,0,0,13319
3101030-000,2023,1,2023-01-19T00:00:00-03:00,CVT,676,Por la instalacion de CCDD,P-1695,84102200-9,0,0,13319
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,834,EP N° 7(Adicional) OBRA Interiorismo MELI,P-1704,76525290-3,0,3408484,13347
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,834,"HES 1000441388 CONTRATO N° 7000026197 DE FECHA 01-08-2022 DETECCION Y
EXTINCION DE INCENDIOS",P-1704,76525290-3,0,0,13347
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,834,"UF 96,7600 uf T/C 35.226,17",P-1704,76525290-3,0,0,13347
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,836,EP 5  OBRA SANTA VICTORIA 99,P-1703,78056380-K,0,5843137,13348
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,836,CONTRATO CCTV CITOFONIA ALARMA CONTRA ROBO,P-1703,78056380-K,0,0,13348
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,836,"DETECCION Y ALARMA CONTRA INCENDIO
",P-1703,78056380-K,0,0,13348
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,841,EP N°7 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,0,311122,13351
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,841,SEGÚN OC 9000010356 HES 1001180378,P-1680,91300000-5,0,0,13351
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,841,"CODIGO DE OBRA 10022361 /ESPECIALIDAD: CORRIENTES
DEBILES",P-1680,91300000-5,0,0,13351
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,842,EP N°7 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,0,5092704,13352
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,842,SEGÚN OC 9000010357 HES 1001174208,P-1680,91300000-5,0,0,13352
3101030-000,2023,1,2023-01-23T00:00:00-03:00,CVT,842,CODIGO DE OBRA 10022361 /ESPECIALIDAD: Telecomunicaciones,P-1680,91300000-5,0,0,13352
3101030-000,2023,1,2023-01-24T00:00:00-03:00,CVT,861,EP 2 OBRA ASTARA LOGISTICA CHILE SPA,P-1716,76040171-4,0,24830892,13357
3101030-000,2023,1,2023-01-24T00:00:00-03:00,CVT,861,"UF 704,1500 X T/C 35.263.64",P-1716,76040171-4,0,0,13357
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,904,EP 18000-29-7 OBRA:18000 ESTOCOLMO,P-1697,96897350-9,0,1128066,13358
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,904,UF 31.9864X TC 35.267.04,P-1697,96897350-9,0,0,13358
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,904,N° DE CONTRATO 18000-29 SUBCONTRATO TELECOMUNICACIONES,P-1697,96897350-9,0,0,13358
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,908,"UF 157,6277 X T/C 34.852,33",P-1697,96897350-9,0,0,13359
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,908,N° DE CONTRATO 18000-31 SUBCONTRATO CCDD,P-1697,96897350-9,0,0,13359
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,908,EP 18000-29-7 OBRA:18000 ESTOCOLMO,P-1697,96897350-9,0,1553929,13359
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,922,EP N° 8(Avance) OBRA Interiorismo MELI,P-1704,76525290-3,0,25789965,13360
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,922,"HES Nº 1000425585  UF 1.152,32X T/C 35.077,19",P-1704,76525290-3,0,0,13360
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,922,CONTRATO N° 7000026197 DE FECHA 01-08-2022 DETECCION Y EXTINCION DE INCENDIOS,P-1704,76525290-3,0,0,13360
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,924,EP N° 8 (Adicional) OBRA Interiorismo MELI,P-1704,76525290-3,0,3410791,13361
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,924,"HES Nº 1000442982  UF  96.7600 X T/C 35.077,19",P-1704,76525290-3,0,0,13361
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,924,CONTRATO N° 7000026197 DE FECHA 01-08-2022 DETECCION Y EXTINCION DE INCENDIOS,P-1704,76525290-3,0,0,13361
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,926,EP N° 6 OBRA DEPARTAMENTAL II,P-1714,77576314-0,0,9276834,13362
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,926,"UF 263,02 x T/C 35.270,45",P-1714,77576314-0,0,0,13362
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,927,EP N° 07 - OBRA: EDIFICIO SANTA VICTORIA,P-1696,96812990-2,0,15479233,13363
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,927,"UF 438,9150 X T/C 35.267,04 DEL DIA 25-01-2023",P-1696,96812990-2,0,0,13363
3101030-000,2023,1,2023-01-25T00:00:00-03:00,CVT,927,CCDD Y TELECOMUNICACIONES /CONTRATO N° VIC-59 DE FECHA 01-03-2022.,P-1696,96812990-2,0,0,13363
3101030-000,2023,1,2023-01-26T00:00:00-03:00,CVT,998,EP 115-19-1 ANTICIPO OBRA ECO CERRILLO,P-1722,76690901-9,0,56785425,13378
3101030-000,2023,1,2023-01-26T00:00:00-03:00,CVT,998,INSTALACIONES CCDD Y TELECOMUNICACIONES,P-1722,76690901-9,0,0,13378
3101030-000,2023,1,2023-01-26T00:00:00-03:00,CVT,998,"UF 1.610,0000 X T/C 35.270,45",P-1722,76690901-9,0,0,13378
3101030-000,2023,1,2023-01-27T00:00:00-03:00,CVT,1073,Contrato 7000024261-00010 CCDD Y TELECOMUNICACIONES,P-1692,76525290-3,0,0,13379
3101030-000,2023,1,2023-01-27T00:00:00-03:00,CVT,1073,Ep N°9 Obra Jose Perez Cotapos,P-1692,76525290-3,0,9807899,13379
3101030-000,2023,1,2023-01-27T00:00:00-03:00,CVT,1080,EEPP N° 2 OBRA Viña Outlet Park Etapa 4 PATIO DE COMIDA,P-1718,76525290-3,0,18458292,13380
3101030-000,2023,1,2023-01-27T00:00:00-03:00,CVT,1080,Contrato N° 7000028408 DE FECHA 18 DE NOVIEMBRE 2022,P-1718,76525290-3,0,0,13380
3101030-000,2023,1,2023-01-27T00:00:00-03:00,CVT,1080,"523,6900 X TC 35.246,60",P-1718,76525290-3,0,0,13380
3101030-000,2023,1,2023-01-31T00:00:00-03:00,AJC,1686,VENTAS DE PROYECTO,P-1721,P-1721,7184888,0,
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1224,EP 2-15-8 OBRA 176 PLAZA CEPPI,P-1682,77594729-2,0,4213490,13388
3101030-000,2023,1,2023-01-31T00:00:00-03:00,AJC,1686,VENTAS DE PROYECTO,P-1721,P-1721,0,7184888,
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1224,"ESPECIALIDAD CORRIENTES DEBILES -
TELECOMUNICACIONES",P-1682,77594729-2,0,0,13388
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1224,"FORMA DE PAGO: CREDITO
 CONTRATO 2-15",P-1682,77594729-2,0,0,13388
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1225,EP 1 OBRA Stripcenter Pausa Pasteur,P-1721,77209276-8,0,7184888,13389
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1225,"UF 203,61 X T/C 35.287,50",P-1721,77209276-8,0,0,13389
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1227,"EP 1 Obra: ""Centro de Distribución Lo Echevers""",P-1715,96602670-7,0,10094342,13390
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1227,"UF 35.287,50 X T/C 35.287,50",P-1715,96602670-7,0,0,13390
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1247,EP N° FINIQUITO OBRA: LOS TRES ANTONIOS,P-1645,76104460-5,0,963564,13396
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1249,EP 115-19-1 ANTICIPO OBRA ECO CERRILLO,P-1722,76690901-9,56785425,0,1019
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1249,INSTALACIONES CCDD Y TELECOMUNICACIONES,P-1722,76690901-9,0,0,1019
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1249,"UF 1.610,0000 X T/C 35.270,45",P-1722,76690901-9,0,0,1019
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1250,EP 115-19-1 ANTICIPO OBRA ECO CERRILLO,P-1722,76690901-9,0,56785425,13397
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1250,INSTALACIONES CCDD Y TELECOMUNICACIONES,P-1722,76690901-9,0,0,13397
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1250,"UF 1.610,0000 X T/C 35.270,45",P-1722,76690901-9,0,0,13397
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1287,EP # 10,P-1690,76210676-0,0,4480923,13398
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1287,Nombre de Obra : Ongolmo 7290 Contrato # 360,P-1690,76210676-0,0,0,13398
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1287,"UF 126.9833 X T/C 35.287,50",P-1690,76210676-0,0,0,13398
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1614,EP 1 Villapanamericana,P-1699,87717500-6,0,4493429,13402
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1676,EP 1 OBRA Stripcenter Pausa Pasteur,P-1721,77209276-8,7184888,0,13389
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1676,"UF 203,61 X T/C 35.287,50",P-1721,77209276-8,0,0,13389
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1677,EP 1 OBRA Stripcenter Pausa Pasteur,P-1721,77209276-8,0,7184888,13389
3101030-000,2023,1,2023-01-31T00:00:00-03:00,CVT,1677,"UF 203,61 X T/C 35.287,50",P-1721,77209276-8,0,0,13389
3101030-000,2023,2,2023-02-01T00:00:00-03:00,CVT,18," EP N°03, obra CC Paseo San Pedro",P-1709,76525290-3,0,4786203,13399
3101030-000,2023,2,2023-02-01T00:00:00-03:00,CVT,19,EP N° 9 OBRA: NAVE 28000 BUENAVENTURA,P-1700,76525290-3,0,2647365,13400
3101030-000,2023,2,2023-02-01T00:00:00-03:00,CVT,19,"UF 75.0300 X T/C 35.284,09",P-1700,76525290-3,0,0,13400
3101030-000,2023,2,2023-02-01T00:00:00-03:00,CVT,19,CONTRATO N° 7000025807-00010 . DETECCION Y EXTINCION DE INCENDIOS,P-1700,76525290-3,0,0,13400
3101030-000,2023,2,2023-02-08T00:00:00-03:00,CVT,163,EP N° 089-36-10 OBRA 089 EDIFICIO ZENTENO,P-1701,78134800-7,0,1184888,13417
3101030-000,2023,2,2023-02-08T00:00:00-03:00,CVT,163,"UF 33,5684 X T/C 35.297,73000",P-1701,78134800-7,0,0,13417
3101030-000,2023,2,2023-02-08T00:00:00-03:00,CVT,163,SEGUN CONTRATO No 089-36 DE FECHA 29-04-2022 ESPECIALIDAD COORIENTE DEBILES,P-1701,78134800-7,0,0,13417
3101030-000,2023,2,2023-02-09T00:00:00-03:00,CVT,208,EP N°8 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,0,986586,13418
3101030-000,2023,2,2023-02-09T00:00:00-03:00,CVT,208,SEGÚN OC 9000010357 HES 1001184844,P-1680,91300000-5,0,0,13418
3101030-000,2023,2,2023-02-09T00:00:00-03:00,CVT,208,CODIGO DE OBRA 10022361 /ESPECIALIDAD: Telecomunicaciones,P-1680,91300000-5,0,0,13418
3101030-000,2023,2,2023-02-09T00:00:00-03:00,CVT,209,EP N°8 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,0,6405235,13419
3101030-000,2023,2,2023-02-09T00:00:00-03:00,CVT,209,SEGÚN OC 9000010356 HES 1001184847,P-1680,91300000-5,0,0,13419
3101030-000,2023,2,2023-02-09T00:00:00-03:00,CVT,209,"CODIGO DE OBRA 10022361 /ESPECIALIDAD: CORRIENTES
DEBILES",P-1680,91300000-5,0,0,13419
3101030-000,2023,2,2023-02-10T00:00:00-03:00,CVT,245,EP 35-4 OBRA ROJAS MAGALLANES,P-1687,76299890-4,0,4608732,13424
3101030-000,2023,2,2023-02-10T00:00:00-03:00,CVT,245,"130.58 UF X T/C 35.294,3200",P-1687,76299890-4,0,0,13424
3101030-000,2023,2,2023-02-10T00:00:00-03:00,CVT,245,SEGUN CONTRATO: 35 (21-42) DE FECHA 03 DE DICIEMBRE 2021,P-1687,76299890-4,0,0,13424
3101030-000,2023,2,2023-02-10T00:00:00-03:00,CVT,245,ESPECIALIDAD: INST.CORRIENTES DEBILES.,P-1687,76299890-4,0,0,13424
3101030-000,2023,2,2023-02-13T00:00:00-03:00,CVT,1253,EP 2 Villapanamericana,P-1699,87717500-6,0,11120981,13495
3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,378," EP N°04, obra CC Paseo San Pedro",P-1709,76525290-3,0,9296889,13429
3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,379,EP 299-49-6 Obra 299 Edificio HOY Estoril,P-1695,84102200-9,0,2256874,13430
3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,379,"Segun contrato N° ECBI-299-49 DE FECHA 11-02-2022
",P-1695,84102200-9,0,0,13430
3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,379,Por la instalacion de CCDD,P-1695,84102200-9,0,0,13430
3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,381,EP N° CP6026-029-0005 OBRA-Edificio Suiza CCDD,P-1688,76071313-9,0,2541816,13431
3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,381,CP6026-029-0005 OBRA SUIZA,P-1688,76071313-9,0,0,13431
3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,381,ESPECIALIDAD: CORRIENTES DEBILES,P-1688,76071313-9,0,0,13431
3101030-000,2023,2,2023-02-17T00:00:00-03:00,CVT,456,EP N° 10 OBRA: NAVE 28000 BUENAVENTURA,P-1700,76525290-3,0,7284190,13432
3101030-000,2023,2,2023-02-17T00:00:00-03:00,CVT,456,"UF 206,0100 X T/C 35.358,43",P-1700,76525290-3,0,0,13432
3101030-000,2023,2,2023-02-17T00:00:00-03:00,CVT,456,CONTRATO N° 7000025807-00010 . DETECCION Y EXTINCION DE INCENDIOS,P-1700,76525290-3,0,0,13432
3101030-000,2023,2,2023-02-22T00:00:00-03:00,CVT,605,EP N°7 OBRA : VIVE PALENA II.,P-1675,76633444-K,0,378115,13462
3101030-000,2023,2,2023-02-22T00:00:00-03:00,CVT,605,SUB-CONTRATO CORRIENTES DEBILES,P-1675,76633444-K,0,0,13462
3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,615,EP N°9 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,0,7966509,13468
3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,615,SEGÚN OC 9000010356 HES 1001187342,P-1680,91300000-5,0,0,13468
3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,615,"CODIGO DE OBRA 10022361 /ESPECIALIDAD: CORRIENTES
DEBILES",P-1680,91300000-5,0,0,13468
3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,618,EP N° 10 OBRA JOSE PEREZ COTAPOS,P-1692,76525290-3,0,5905489,13469
3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,618,CONTRATO 7000024261-00010 CCDD Y TELECOMUNICACIONES,P-1692,76525290-3,0,0,13469
3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,627,EP N° 3 OBRA Viña Outlet Park Etapa 4 PATIO DE COMIDA,P-1718,76525290-3,0,12918756,13471
3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,627,Contrato 7000028408 HES 1000448451,P-1718,76525290-3,0,0,13471
3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,628,ADICIONAL Obra Outlet Park Etapa 4 Patio de Comida,P-1718,76525290-3,0,2495608,13472
3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,628,Contrato 7000028408 HES 1000448457,P-1718,76525290-3,0,0,13472
3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,630,EP 3 OBRA ASTARA LOGISTIA CHILE SPA,P-1716,76040171-4,0,25369277,13470
3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,630,"UF 715.45 x T/C 35.459,19",P-1716,76040171-4,0,0,13470
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,667,EP 18000-31-9 OBRA ESTOCOLMO,P-1697,96897350-9,0,10061741,13473
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,667,"UF 283,6748 TC $35.469.28",P-1697,96897350-9,0,0,13473
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,667,OBRA 18000 ESTOCOLMO,P-1697,96897350-9,0,0,13473
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,668,EP 18000-29-8 OBRA ESTOCOLMO,P-1697,96897350-9,0,3280774,13474
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,668,"UF 92,4962 TC 35.469,28",P-1697,96897350-9,0,0,13474
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,668,OBRA 18000 ESTOCOLMO,P-1697,96897350-9,0,0,13474
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,683,EP 9 (AVANCE) OBRA INTERIORISMO MELI,P-1704,76525290-3,0,20830365,13475
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,683,CONTRATO 7000026197-00010,P-1704,76525290-3,0,0,13475
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,683,"HES 1000448327 UF 588,45 TC 35398,70",P-1704,76525290-3,0,0,13475
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,684,EP 9 (ADICIONAL) OBRA INTERIORISMO MELI,P-1704,76525290-3,0,1712589,13476
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,684,CONTRATO 7000026197-00010,P-1704,76525290-3,0,0,13476
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,684,"HES 1000448331 UF 48,38 TC 35398,70",P-1704,76525290-3,0,0,13476
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,685,EP 9 (ADICIONAL) OBRA INTERIORISMO MELI,P-1704,76525290-3,0,911517,13477
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,685,CONTRATO 7000026197-00030,P-1704,76525290-3,0,0,13477
3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,685,"HES 1000448332 UF 25,7 TC 35398,70",P-1704,76525290-3,0,0,13477
