Cta_Contable,Año,Mes,Fecha,Tipo_Comp,Num_Comp,Glosa,Primer_Analisis,Referencia,Debito,Credito,Num_Referencia
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,26,Broca HSS metal 2.5mm,P-1688,I17440035,1488,0,48675
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,26,Broca HSS metal 3mm,P-1688,I17440644,1446,0,48675
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,27,Sirena c/ estrobo Edwards G1AVRF-SP Mura,P-1688,P07150947,70202,0,48676
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,28,Sirena c/ estrobo Edwards G1AVRF-SP Mura,P-1688,P07150947,35101,0,48677
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,33,"Perno U 3/8"" x 2"" con tuercas y golillas",P-1716,I15412726,39280,0,48682
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,34,Spray Galvanizado en Frío,P-1716,I15412495,10588,0,48683
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,35,"Cabecera Fibra Optica 24SC 19"" ODF",P-1709,C02031146,39637,0,48684
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,35,"Patch Panel 24P CAT6 19"" Trimerx",P-1709,C02042445,91512,0,48684
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,35,"Ordenador de Cable 19"" 2U",P-1709,C02030398,44874,0,48684
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,35,Conector Macho RJ45 Cat5  para crimpar,P-1709,C02040808,2448,0,48684
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,35,Modulo RJ45 cat 6 Trimerx blanco,P-1709,C02040335,60720,0,48684
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,35,Patch cord CAT6A 0.5M Inyectado,P-1709,C02041805,95270,0,48684
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,35,Conector Jumper FO Duplex LC/LC MM OM3 1,P-1709,C02041975,31968,0,48684
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,35,Zapatilla PDU rackeable 10A 5113 12CH,P-1709,C02030525,105884,0,48684
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,35,Bandeja simple para rack,P-1709,C02030694,23764,0,48684
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,36,Fibra Optica FO Multimodo 6F OM3 50/125,P-1709,C02030405,481200,0,48685
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,36,"Tornillo roscalata 6 x 1""",P-1709,I17440039,1800,0,48685
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,37,Tarugos paloma fibrocemento 3 a 5 mm,P-1709,I17440843,9200,0,48686
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,37,Tarugo plastico 8 mm,P-1709,I17440844,1100,0,48686
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,37,Tarugo plastico 6 mm,P-1709,T14400287,1100,0,48686
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,37,"Tornillo volcanita 6 x 2"" punta broca",P-1709,I17440306,3200,0,48686
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,37,Cable UTP CAT5E Unifilar Exterior,P-1709,T14382566,181780,0,48686
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,37,Cable paralelo 2x20 Blanco,P-1709,T14380054,30600,0,48686
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,37,Cable UTP CAT5E Unifilar Exterior,P-1709,T14382566,181780,0,48686
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,37,Cable UTP CAT6 Exterior blindado trimex,P-1709,T14382733,355020,0,48686
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,37,Caluga fijador amarra plastica Blanca,P-1709,I16430045,5000,0,48686
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,38,Modulo Ampliacion Bosch B208 para Centra,P-1709,P07130285,26306,0,48687
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,38,Sensor Humo Hochiki ALN-V fotoelectrico,P-1709,P07120140,126093,0,48687
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,42,Central Bosch B9512G 512 Zonas,P-1709,S11280096,406400,0,48691
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,42,Teclado Bosch B915 Basic Keypads,P-1709,P07130977,70074,0,48691
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,42,Gabinete Central Bosch D8103,P-1709,T14392372,30390,0,48691
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,42,Transformador 220VAC/16VAC 3A,P-1709,T14392352,7106,0,48691
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,43,Fuente 220VAC/12VDC 20.0 A Switching,P-1696,T14390505,8401,0,48692
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,43,Fuente 220VAC/12VDC 20.0 A Switching,P-1696,T14390505,8401,0,48692
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,44,Camara Bala IR 2.8 Hikvision DS-2CE16C0T,P-1696,S09222522,25152,0,48693
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,44,Video balun pasivo (par),P-1696,S09240328,5703,0,48693
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,45,Regletas de conexionado,P-1696,C05100809,26280,0,48694
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,45,Teclado LCD DSC NEO alfanumerico HS2LCD,P-1696,S11301821,71500,0,48694
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,46,Video balun pasivo (par),P-1696,S09240328,5703,0,48695
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,46,Agorex pomo transparente,P-1696,I16430005,4538,0,48695
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,47,Agorex pomo transparente,P-1696,I16430005,6807,0,48696
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,47,Rack Gabinete Autosoportado 2100x800 42u,P-1696,C02030396,295533,0,48696
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,47,Fibra Optica FO Monomodo 24F G657A2 LSZH,P-1696,C08732816,264200,0,48696
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,47,Rack Gabinete Mural 09U 600x450mm,P-1696,C02030854,72185,0,48696
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,48,MUFA FO PLANA HOR 48F H012,P-1696,C02032948,245064,0,48697
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,48,"Cabecera Fibra Optica 144 LC/SC 19"" ODF 4U",P-1696,C02032815,643698,0,48697
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,48,Alimentador+Filtro DIN10 24VDC-2.5A Fermax F04825,P-1696,C04082157,129424,0,48697
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,48,Regenerador Dual Duox Plus 1S Fermax F03268,P-1696,C04082158,145428,0,48697
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,48,Amarras plasticas 200mm,P-1696,I16430010,7000,0,48697
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,48,Adaptador Línea Duox Fermax F03255,P-1696,C04082101,28132,0,48697
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,48,Centralita Bosch DS3MX,P-1696,S11280105,22000,0,48697
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,48,Conector de poder 3.5mm macho (para camaras),P-1696,S09240029,1506,0,48697
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,48,Cinta Aisladora 3M Temflex 1500,P-1696,I16430107,3152,0,48697
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,49,Camara domo Hikvision DS-2CE16C0T-IRF(2.,P-1696,S09222547,22932,0,48698
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,49,Modulo Relay o PGM DSC 4 Salidas NEO HSM,P-1696,S11301833,68000,0,48698
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,49,Regletas de conexionado,P-1696,C05100809,2920,0,48698
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,49,Cinta Aisladora 3M Temflex 1500,P-1696,I16430107,2364,0,48698
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,49,Minisirena con estrobo 12V (blanca y roj,P-1696,P07152644,3390,0,48698
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,49,Cable multipar 25 pares 24AWG interior,P-1696,T14380052,147630,0,48698
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,55,Telefono Veo Duox Plus Fermax F03444,P-1682,C04082152,649950,0,48704
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,57,Pulsador Salida Aluminio (Boton salida/e,P-1690,S10271527,8211,0,48706
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,57,Electrodo Soldadura 6011 3/32,P-1690,I15410264,5546,0,48706
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,57,"Disco corte 4 1/2"" metal",P-1690,I17440838,1512,0,48706
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,57,Anticorrosivo Negro 1 Lts,P-1690,I15410018,3941,0,48706
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,57,"Brocha 2 1/2""",P-1690,I17440408,2000,0,48706
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,58,Sensor presencia agua 470-12 Ademco (inu,P-1690,P07141234,27980,0,48707
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,58,Nivel de Estanque 220V/15A 10Mts (N02420,P-1690,P08212397,29720,0,48707
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,58,Punta Phillips,P-1690,I17442581,1680,0,48707
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,58,Bandeja canaleta tipo legrand 105x50 2.0,P-1690,T14372465,22500,0,48707
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,59,"Tornillo autoperforante 12 x 1""  hexagonal",P-1690,I17440303,4800,0,48708
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,59,"Cabecera Fibra Optica 144 LC/SC 19"" ODF 4U",P-1690,C02032815,321849,0,48708
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,59,MUFA FO PLANA HOR 48F H012,P-1690,C02032948,122532,0,48708
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,59,Rack Gabinete Mural 06U 600x450mm,P-1690,C02031044,67122,0,48708
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,60,Alcohol Isopropilico 1 L,P-1690,I16431353,2773,0,48709
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,61,Pulsador Exit/Salida acero inox p/caja 5,P-1690,S10270743,16400,0,48710
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,62,Fibra Optica FO Monomodo 2F G652D 3 port,P-1690,C08712455,72000,0,48711
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,62,Cable UTP CAT5E SFTP Unifilar Interior B,P-1690,T14381433,300120,0,48711
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,63,Control Remoto Garrison 1 canal,P-1690,S12341189,377282,0,48712
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,64,Rack Gabinete Autosoportado 2100x800,P-1690,C02030396,295533,0,48713
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,65,Cinta Aisladora 3M Temflex 1500,P-1690,I16430107,1576,0,48714
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,65,Agorex pomo transparente,P-1690,I16430005,4538,0,48714
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,66,Amarras plasticas 200 con banderilla,P-1677,I16431561,3500,0,48715
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,66,Cinta para rotuladora Brother TZ-231 12m,P-1677,I16431452,16246,0,48715
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,67,"Cabecera Fibra Optica 144 LC/SC 19"" ODF 4U",P-1692,C02032815,1287396,0,48716
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,67,MUFA FO PLANA HOR 48F H012,P-1692,C02032948,367596,0,48716
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,68,Fibra Optica FO Monomodo 24F G657A2 LSZH,P-1692,C08732816,2179650,0,48717
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,68,Rack Gabinete Autosoportado 2100x800 (42,P-1692,C02030396,295533,0,48717
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,68,Rack Gabinete mural de 12 U,P-1692,C02031201,67204,0,48717
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,68,Caluga fijador amarra plastica Blanca,P-1692,I16430045,5000,0,48717
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,69,Detector de Humo Fotoelectrico 4H sin ce,P-1692,P07140137,421600,0,48718
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,69,Cable UTP CAT5E unifilar interior Trimer,P-1692,T14380059,50630,0,48718
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,69,"Tornillo volcanita 6 x 2"" punta broca",P-1692,I17440306,1600,0,48718
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,69,"Tornillo Volcanita 6 x 1""",P-1692,I17440301,1800,0,48718
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,70,Fibra Optica FO Monomodo 24F G657A2 LSZH Interior,P-1692,C08732816,66050,0,48719
4101010-000,2023,1,2023-01-03T00:00:00-03:00,CIN,71,Minisirena con estrobo 12V (blanca y roj,P-1692,P07152644,16950,0,48720
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,72,Rack Gabinete Autosoportado 2100x800,P-1682,C02030396,295533,0,48721
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,72,"Cabecera Fibra Optica 144 LC/SC 19"" ODF 4U",P-1682,C02032815,321849,0,48721
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,73,Rack Gabinete Mural 09U 600x450mm,P-1682,C02030854,72185,0,48722
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,73,"Cabecera Fibra Optica 144 LC/SC 19"" ODF",P-1682,C02032815,643698,0,48722
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,73,MUFA FO PLANA HOR 48F H012,P-1682,C02032948,275697,0,48722
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,73,Fibra Optica FO Monomodo 24F G657A2 LSZH,P-1682,C08732816,396300,0,48722
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,73,Alcohol Isopropilico 1 L,P-1682,I16431353,2773,0,48722
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Brazo Solo Batientes BFT Lux 2.5M 150kg,P-1682,S12321349,552000,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Central de porton o brazo Faac 455 D,P-1682,S12342374,109800,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Caja para Central electronica 455D FAAC,P-1682,S12331996,12950,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Cerradura Electrica Viro V06 (chapa),P-1682,S10272296,92890,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Baliza Destellante 24/220v ST,P-1682,S12342568,15920,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Fotocelda Largo Alcance 20 mts 24v ST,P-1682,S12342569,61000,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Receptor Garrison 1 canal,P-1682,S12341188,18000,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Control Remoto Garrison 1 canal,P-1682,S12341189,368080,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Caja electrica galvanizada A-11 100x100x,P-1682,T14370448,3780,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Conduit Flexible 25mm Metalico con PVC (,P-1682,T14370735,2344,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Conector recto 25mm p/ flexible metalico,P-1682,T14370737,4688,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Barra Fierro Hormigon A-630 o A-44 8mm x,P-1682,I17441076,3317,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,"Disco corte 4 1/2"" metal",P-1682,I17440838,1890,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,"Brocha 2 1/2""",P-1682,I17440408,1000,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Diluyente Sintetico 1 LT,P-1682,I17440577,2261,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Cable Cordon 3x1.5mm,P-1682,T14380049,15750,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,74,Pulsador Salida Aluminio (Boton salida/e,P-1682,S10271527,8211,0,48723
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,75,"Tornillo volcanita 6 x 1 1/4""",P-1682,I17440305,2200,0,48724
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,75,Conduit Flexible 25mm Metalico con PVC (,P-1682,T14370735,11720,0,48724
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,76,Plancha Fe lisa 300x300x5mm (placa),P-1682,I15410422,5326,0,48725
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,77,Disco duro SATA 4 TB Purple,P-1682,S09241106,77384,0,48726
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,77,Rack Gabinete Mural 06U 600x450mm,P-1682,C02031044,67122,0,48726
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,77,Switch 8 puertos TP-Link TL-SF1008P 100M,P-1682,C03051801,27032,0,48726
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,77,Accesorio U p/ retenedor puerta vidrio,P-1682,S10270002,20270,0,48726
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,77,Retenedor electromagnetico 280Kgs 12  24,P-1682,S10270250,50816,0,48726
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,77,Camara Bala Hikvision DS-2CD1623G0-IZ(2.,P-1682,S09222817,77608,0,48726
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,78,NVR 8CH POE HIKVISION DS-7608NI-K2/8P 2H,P-1682,S09233070,143008,0,48727
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,79,Cable incendio 2x18 AWG Multifilar con p,P-1682,T14381499,103395,0,48728
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,79,Camara Bala Hikvision DS-2CD1623G0-IZ(2.,P-1682,S09222817,77608,0,48728
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,85,Switch 8 puertos Dahua PFS3010-8ET-96 PoE,P-1668,C03052631,0,78500,48729
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,87,Detector de quiebre Cafe o Blanco,P-1713,S11290921,0,49980,48731
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,87,Citofono GT-1D Aiphone,P-1713,C04080111,0,28000,48731
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,87,"Magnetico Sobrepuesto 7/8"" Cafe UL",P-1713,S11291812,0,7952,48731
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,87,"Pulsador Panico o Salida ""Emergency""",P-1713,S11290922,0,1956,48731
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,87,"Magnetico Embutido 1/4"" Blanco",P-1713,S11290198,0,750,48731
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,92,Pulsador Exit/Salida acero inox p/caja 5,P-1688,S10270743,24600,0,48736
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,96,Mini Server Enviromux,P-1641,C02030787,189720,0,48740
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,98,Pulsador Exit Enforcer SD-7202GC-PE (Sal,P-1682,S10271052,71700,0,48744
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,99,Pulsador Exit Enforcer SD-7202GC-PE (Sal,P-1682,S10271052,71700,0,48745
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,101,Alimentador Din6 100-240VAC/24VDC-2A Fer,P-1682,C04082354,71818,0,48747
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,101,Alimentador Din6 100-240VAC/24VDC-2A Fer,P-1682,C04082354,71818,0,48747
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,102,Detector de Humo Fotoelectrico 4H sin ce,P-1687,P07140137,54400,0,48748
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,103,Detector de Humo Fotoelectrico 4H sin ce,P-1687,P07140137,68000,0,48749
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,104,Cinta Aisladora 3M Temflex 1500,P-1700,I16430107,1182,0,48750
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,105,Detector Temperatura Notifier FST-951R Inteligente direccionable,P-1700,P07122603,67054,0,48751
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,107,"Codo 90° 4"" Ranurado UL A-536",P-1693,P08200561,0,34260,48753
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,108,"Codo 90° 4"" Ranurado UL A-536",P-1704,P08200561,34260,0,48754
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,112,"Dado Magnetico 5/16"" (Punta o Vaso)",P-1700,I15410668,3345,0,48758
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,114,Enrolador biometrico USB ZK9500,P-1701,S10271858,38900,0,48760
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CIN,114,Conector Conico F RG6 para crimpar,P-1701,S09242300,13800,0,48760
4101010-000,2023,1,2023-01-04T00:00:00-03:00,AJC,1254,COSTOS DE PROYECTOS,P-1709,P-1709,16270,0,
4101010-000,2023,1,2023-01-04T00:00:00-03:00,AJC,1254,COSTOS DE PROYECTOS,P-1709,P-1709,6610,0,
4101010-000,2023,1,2023-01-04T00:00:00-03:00,AJC,1254,COSTOS DE PROYECTOS,P-1709,P-1709,7900,0,
4101010-000,2023,1,2023-01-04T00:00:00-03:00,AJC,1254,COSTOS DE PROYECTOS,P-1709,P-1709,5100,0,
4101010-000,2023,1,2023-01-04T00:00:00-03:00,AJC,1254,COSTOS DE PROYECTOS,P-1709,P-1709,4180,0,
4101010-000,2023,1,2023-01-04T00:00:00-03:00,AJC,1254,COSTOS DE PROYECTOS,P-1709,P-1709,4500,0,
4101010-000,2023,1,2023-01-04T00:00:00-03:00,AJC,1254,COSTOS DE PROYECTOS,P-1709,P-1709,5590,0,
4101010-000,2023,1,2023-01-04T00:00:00-03:00,AJC,1254,COSTOS DE PROYECTOS,P-1709,P-1709,9980,0,
4101010-000,2023,1,2023-01-04T00:00:00-03:00,CCO,1206,COSTOS DE PROYECTOS,p-1641,77109318-3,180000,0,30274
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CCO,1252,COSTOS DE PROYECTOS,P-1709,76385837-5,29412,0,30283
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,125,Fibra Optica FO Monomodo 24F G657A2 LSZH,P-1677,C08732816,810340,0,48761
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,125,Derivador tap 4 sal 16dB 5-2300MHz TLVS,P-1677,C08712063,9724,0,48761
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,125,Amplificador distribucion doble tv/sat A,P-1677,C08732742,725898,0,48761
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,129,ANTENA TERRESTRE DAT BOSS MIX BI/BIII/UHF,P-1677,C06112981,86660,0,48765
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,129,TORRETA + MASTIL GALVANIZADA NARANJO 2.2 MTS,P-1677,C06112991,195502,0,48765
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,129,REPARTIDOR 5-2400 MHZ RIT INALAMBRICA 2D 4/5DB,P-1677,C08712960,9498,0,48765
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,131,CENTRAL CONFIGURABLE AVANTX Chile BI + V,P-1677,C08732999,335275,0,48767
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,134,Plancha Fe lisa 400x400x5mm (placa),P-1715,I15411306,22400,0,48770
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,134,"Cañeria Negra Ø6"" SCH20 A53",P-1715,P08201411,153099,0,48770
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,135,"Perno U 3/8"" x 2"" con tuercas y golillas",P-1716,I15412726,9820,0,48771
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,136,Cable coaxial RG6 77% malla Libre de Hal,P-1699,T14380048,969000,0,48772
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,137,Sierra Copa 25mm,P-1718,I15412582,22563,0,48773
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,139,CABLE COAXIAL T-200PLUS (RG6+) LSZH  CLASE A GRIS,P-1701,T14382931,237500,0,48775
4101010-000,2023,1,2023-01-05T00:00:00-03:00,CIN,139,Cable coaxial RG11,P-1701,T14382752,836500,0,48775
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,144,Derivador tap 8 sal 14dB 5-1200MHz inter,P-1696,C06112738,101808,0,48780
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,144,Derivador tap 4 sal 8 dB 5-1200MHz inter,P-1696,C08712808,39480,0,48780
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,144,Derivador tap 4 sal 11dB 5-1200MHz inter,P-1696,C08712811,49340,0,48780
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,145,Derivador tap 8 sal 20 dB 5-1200MHz interior,P-1696,C06112751,101612,0,48781
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,145,DERIVADOR 5-1200 MHZ RIT ALAMBRICA 4D 14DB,P-1696,C08712954,82404,0,48781
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,146,Derivador tap 2 sal 12dB 5-2400MHz,P-1701,C08712748,7374,0,48782
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,146,Mezclador PAU con Distribuidor F 4 salid,P-1701,C08712674,9708,0,48782
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,147,Mezclador PAU con Distribuidor F 4 salidas 5-2400MHz,P-1701,C08712674,9708,0,48783
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,147,REPARTIDOR 5-1218 MHZ RIT ALAMBRICA 2D 4DB,P-1701,C08712924,2728,0,48783
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,147,REPARTIDOR 5-2400 MHZ RIT INALAMBRICA 2D 4/5DB,P-1701,C08712960,6332,0,48783
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,147,Splitter distribuidor F 1x2 salida 5-1200MHz,P-1701,C06110268,2952,0,48783
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,147,DERIVADOR 5-1200MHZ RIT ALAMBRICA 4D 8DB,P-1701,C08712948,26916,0,48783
4101010-000,2023,1,2023-01-06T00:00:00-03:00,CIN,147,Cable coaxial RG11,P-1701,T14382752,418250,0,48783
