CODIGO_PROYECTO,TIPO_CUENTA,FECHA,AÑO,MES,CREDITO,DEBITO,TOTAL,MARGEN
P-1612,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1612,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1612,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1612,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1612,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1612,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1612,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1612,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1612,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1612,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1612,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1612,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1612,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1612,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1612,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1612,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1612,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1612,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1612,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1612,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1612,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1612,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1620,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1620,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1620,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1620,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1620,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1620,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1620,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1620,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1620,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1620,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1620,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1620,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1620,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1620,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1620,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1620,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1620,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1620,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1620,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1620,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1620,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1620,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1620,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1620,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1626,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1626,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1626,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1626,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1626,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1626,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1626,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1626,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1626,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1626,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1626,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1626,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1626,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1626,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1626,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1626,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1626,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1626,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1626,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1626,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1626,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1626,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1626,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1626,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1632,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1632,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1632,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1632,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1632,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1632,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1632,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1632,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1632,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1632,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1632,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1632,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1632,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1632,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1632,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1632,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1632,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1632,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1632,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1632,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1632,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1632,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1632,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1632,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1639,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1639,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1639,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1639,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1639,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1639,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1639,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1639,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1639,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1639,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1639,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1639,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1639,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1639,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1639,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1639,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1639,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1639,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1639,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1639,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1639,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1639,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1639,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1639,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1641,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1641,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1641,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1641,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1641,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1641,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1641,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1641,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1641,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1641,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1641,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1641,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1641,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1641,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1641,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1641,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1641,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1641,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1641,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1641,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1641,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1641,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1641,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1641,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1642,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1642,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1642,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1642,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1642,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1642,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1642,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1642,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1642,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1642,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1642,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1642,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1642,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1642,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1642,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1642,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1642,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1642,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1642,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1642,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1642,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1642,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1642,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1642,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1643,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1643,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1643,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1643,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1643,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1643,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1643,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1643,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1643,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1643,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1643,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1643,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1643,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1643,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1643,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1643,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1643,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1643,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1643,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1643,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1643,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1643,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1643,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1643,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1644,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1644,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1644,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1644,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1644,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1644,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1644,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1644,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1644,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1644,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1644,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1644,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1644,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1644,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1644,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1644,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1644,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1644,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1644,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1644,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1644,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1644,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1644,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1644,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1645,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1645,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1645,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1645,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1645,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1645,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1645,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1645,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1645,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1645,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1645,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1645,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1645,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1645,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1645,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1645,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1645,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1645,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1645,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1645,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1645,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1645,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1645,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1645,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1648,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1648,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1648,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1648,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1648,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1648,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1648,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1648,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1648,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1648,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1648,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1648,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1648,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1648,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1648,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1648,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1648,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1648,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1648,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1648,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1648,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1648,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1648,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1648,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1649,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1649,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1649,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1649,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1649,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1649,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1649,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1649,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1649,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1649,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1649,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1649,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1649,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1649,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1649,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1649,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1649,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1649,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1649,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1649,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1649,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1649,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1649,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1649,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1653,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1653,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1653,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1653,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1653,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1653,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1653,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1653,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1653,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1653,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1653,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1653,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1653,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1653,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1653,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1653,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1653,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1653,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1653,COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1653,COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,0.0
P-1653,INGRESO,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1653,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1653,COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1653,COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,0.0
P-1656,INGRESO,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1656,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1656,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1656,COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,0.0
P-1656,INGRESO,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1656,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1656,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1656,COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,0.0
P-1656,INGRESO,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1656,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1656,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1656,COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,0.0
P-1656,INGRESO,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1656,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1656,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1656,COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,0.0
P-1656,INGRESO,2023-05-01,2023.0,5.0,0,0,0,0.0
