CODIGO_PROYECTO,TIPO_CUENTA,FECHA,AÑO,MES,CREDITO,DEBITO,TOTAL,MARGEN
P-1667,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,2017162,-2017162,0.0
P-1667,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,2792369,-2792369,0.0
P-1667,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,967228,-967228,0.0
P-1667,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,1950257,-1950257,0.0
P-1667,COSTO MATERIALES,2023-03-01,2023.0,3.0,24600,436660,-412060,0.0
P-1667,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,90852,-90852,0.0
P-1668,COSTO MATERIALES,2023-01-01,2023.0,1.0,78500,0,78500,0.0
P-1668,COSTO MATERIALES,2023-03-01,2023.0,3.0,68000,0,68000,0.0
P-1669,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,156861,-156861,0.0
P-1669,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,280707,-280707,0.0
P-1669,COSTO MATERIALES,2023-02-01,2023.0,2.0,1464882,0,1464882,0.0
P-1669,COSTO MATERIALES,2023-03-01,2023.0,3.0,245707,0,245707,0.0
P-1669,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,5420,-5420,0.0
P-1669,COSTO MATERIALES,2023-05-01,2023.0,5.0,245707,0,245707,0.0
P-1670,COSTO MATERIALES,2023-03-01,2023.0,3.0,6945,0,6945,0.0
P-1670,INGRESO,2023-04-01,2023.0,4.0,5252982,5252982,0,0.0
P-1672,COSTO MATERIALES,2023-01-01,2023.0,1.0,15000,0,15000,0.0
P-1672,COSTO MATERIALES,2023-04-01,2023.0,4.0,303910,0,303910,0.0
P-1672,COSTO MATERIALES,2023-05-01,2023.0,5.0,331943,880835,-548892,0.0
P-1672,INGRESO,2023-03-01,2023.0,3.0,9435519,0,9435519,0.0
P-1673,COSTO MATERIALES,2023-02-01,2023.0,2.0,68000,0,68000,0.0
P-1674,COSTO MATERIALES,2023-04-01,2023.0,4.0,23048,0,23048,0.0
P-1675,COSTO MATERIALES,2023-06-01,2023.0,6.0,27469,0,27469,0.0
P-1675,INGRESO,2023-02-01,2023.0,2.0,398016,0,398016,0.0
P-1676,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,1798488,-1798488,0.0
P-1676,COSTO MATERIALES,2023-01-01,2023.0,1.0,93720,2125358,-2031638,0.0
P-1676,COSTO MATERIALES,2023-05-01,2023.0,5.0,513298,0,513298,0.0
P-1676,COSTO MATERIALES,2023-06-01,2023.0,6.0,1149450,0,1149450,0.0
P-1677,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,1181360,-1181360,0.0
P-1677,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,811351,-811351,0.0
P-1677,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,2560459,-2560459,0.0
P-1677,COSTO MATERIALES,2023-02-01,2023.0,2.0,78116,0,78116,0.0
P-1677,COSTO MATERIALES,2023-04-01,2023.0,4.0,532786,0,532786,0.0
P-1677,COSTO MATERIALES,2023-05-01,2023.0,5.0,570000,0,570000,0.0
P-1677,INGRESO,2023-01-01,2023.0,1.0,12916621,10546831,2369790,0.0
P-1677,INGRESO,2023-05-01,2023.0,5.0,1873615,1873615,0,0.0
P-1679,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,187507,-187507,0.0
P-1679,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,96622,-96622,0.0
P-1680,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,4228275,-4228275,0.0
P-1680,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,5124251,-5124251,0.0
P-1680,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,5974198,-5974198,0.0
P-1680,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,7431377,-7431377,0.0
P-1680,COSTO MATERIALES,2023-01-01,2023.0,1.0,15800,3726473,-3710673,0.0
P-1680,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,12892331,-12892331,0.0
P-1680,COSTO MATERIALES,2023-03-01,2023.0,3.0,918990,2002485,-1083495,0.0
P-1680,COSTO MATERIALES,2023-04-01,2023.0,4.0,9807,9687821,-9678014,0.0
P-1680,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,11122532,-11122532,0.0
P-1680,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,3479924,-3479924,0.0
P-1680,INGRESO,2023-01-01,2023.0,1.0,7205101,0,7205101,0.0
P-1680,INGRESO,2023-02-01,2023.0,2.0,20477774,0,20477774,0.0
P-1680,INGRESO,2023-03-01,2023.0,3.0,26901408,6167864,20733544,0.0
P-1680,INGRESO,2023-04-01,2023.0,4.0,19961617,5309805,14651812,0.0
P-1680,INGRESO,2023-05-01,2023.0,5.0,27920743,14000000,13920743,0.0
P-1680,INGRESO,2023-06-01,2023.0,6.0,0,6000000,-6000000,0.0
P-1681,INGRESO,2023-04-01,2023.0,4.0,765714,0,765714,0.0
P-1682,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,5421189,-5421189,0.0
P-1682,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,3110959,-3110959,0.0
P-1682,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,287320,-287320,0.0
P-1682,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,1086051,-1086051,0.0
P-1682,COSTO MATERIALES,2023-01-01,2023.0,1.0,27032,10374841,-10347809,0.0
P-1682,COSTO MATERIALES,2023-02-01,2023.0,2.0,321849,658326,-336477,0.0
P-1682,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,459123,-459123,0.0
P-1682,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,384151,-384151,0.0
P-1682,COSTO MATERIALES,2023-05-01,2023.0,5.0,1001849,0,1001849,0.0
P-1682,COSTO MATERIALES,2023-06-01,2023.0,6.0,38788,0,38788,0.0
P-1682,INGRESO,2023-01-01,2023.0,1.0,21858931,0,21858931,0.0
P-1682,INGRESO,2023-05-01,2023.0,5.0,18808581,0,18808581,0.0
P-1683,COSTO MATERIALES,2023-03-01,2023.0,3.0,31328,0,31328,0.0
P-1684,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,1071862,-1071862,0.0
P-1684,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,1844246,-1844246,0.0
P-1684,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1341918,-1341918,0.0
P-1684,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,400643,-400643,0.0
P-1684,COSTO MATERIALES,2023-01-01,2023.0,1.0,1120000,0,1120000,0.0
P-1684,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,437948,-437948,0.0
P-1684,COSTO MATERIALES,2023-03-01,2023.0,3.0,3200,717239,-714039,0.0
P-1684,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,1070541,-1070541,0.0
P-1684,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,10477112,-10477112,0.0
P-1684,INGRESO,2023-02-01,2023.0,2.0,4312963,0,4312963,0.0
P-1684,INGRESO,2023-03-01,2023.0,3.0,2395792,0,2395792,0.0
P-1684,INGRESO,2023-05-01,2023.0,5.0,3335672,0,3335672,0.0
P-1685,COSTO MATERIALES,2023-04-01,2023.0,4.0,88900,0,88900,0.0
P-1686,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,753362,-753362,0.0
P-1686,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,2570388,-2570388,0.0
P-1686,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,4941814,-4941814,0.0
P-1686,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,4634424,-4634424,0.0
P-1686,COSTO MATERIALES,2023-02-01,2023.0,2.0,144000,1048173,-904173,0.0
P-1686,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,4623416,-4623416,0.0
P-1686,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,4886851,-4886851,0.0
P-1686,COSTO MATERIALES,2023-05-01,2023.0,5.0,45824,2314292,-2268468,0.0
P-1686,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,586826,-586826,0.0
P-1686,INGRESO,2023-01-01,2023.0,1.0,1519284,1519284,0,0.0
P-1686,INGRESO,2023-03-01,2023.0,3.0,8723656,0,8723656,0.0
P-1686,INGRESO,2023-04-01,2023.0,4.0,11356986,0,11356986,0.0
P-1686,INGRESO,2023-05-01,2023.0,5.0,20143695,8335755,11807940,0.0
P-1687,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,2515491,-2515491,0.0
P-1687,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,1043157,-1043157,0.0
P-1687,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,2445028,-2445028,0.0
P-1687,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,3042782,-3042782,0.0
P-1687,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,1417168,-1417168,0.0
P-1687,COSTO MATERIALES,2023-03-01,2023.0,3.0,179111,2079554,-1900443,0.0
P-1687,INGRESO,2023-01-01,2023.0,1.0,6123707,0,6123707,0.0
P-1687,INGRESO,2023-02-01,2023.0,2.0,6144976,0,6144976,0.0
P-1687,INGRESO,2023-03-01,2023.0,3.0,2582580,0,2582580,0.0
P-1687,INGRESO,2023-04-01,2023.0,4.0,4725284,0,4725284,0.0
P-1688,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,1988961,-1988961,0.0
P-1688,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,3015259,-3015259,0.0
P-1688,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1602955,-1602955,0.0
P-1688,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,2009744,-2009744,0.0
P-1688,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,2773325,-2773325,0.0
P-1688,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,2657700,-2657700,0.0
P-1688,COSTO MATERIALES,2023-03-01,2023.0,3.0,620196,4747994,-4127798,0.0
P-1688,COSTO MATERIALES,2023-04-01,2023.0,4.0,151244,5212593,-5061349,0.0
P-1688,COSTO MATERIALES,2023-05-01,2023.0,5.0,135337,217172,-81835,0.0
P-1688,INGRESO,2023-01-01,2023.0,1.0,5910123,0,5910123,0.0
P-1688,INGRESO,2023-02-01,2023.0,2.0,3389088,0,3389088,0.0
P-1688,INGRESO,2023-03-01,2023.0,3.0,8372008,0,8372008,0.0
P-1688,INGRESO,2023-04-01,2023.0,4.0,7248995,0,7248995,0.0
P-1688,INGRESO,2023-05-01,2023.0,5.0,9966497,5436746,4529751,0.0
P-1689,COSTO MATERIALES,2023-01-01,2023.0,1.0,26522,0,26522,0.0
P-1690,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,2875075,-2875075,0.0
P-1690,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,2161334,-2161334,0.0
P-1690,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,128650,-128650,0.0
P-1690,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,2464173,-2464173,0.0
P-1690,COSTO MATERIALES,2023-02-01,2023.0,2.0,218974,4882316,-4663342,0.0
P-1690,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,65400,-65400,0.0
P-1690,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,167190,-167190,0.0
P-1690,INGRESO,2023-01-01,2023.0,1.0,11659330,0,11659330,0.0
P-1690,INGRESO,2023-03-01,2023.0,3.0,7400000,0,7400000,0.0
P-1690,INGRESO,2023-05-01,2023.0,5.0,5003476,7400000,-2396524,0.0
P-1691,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,252060,-252060,0.0
P-1691,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,224000,-224000,0.0
P-1691,COSTO MATERIALES,2023-03-01,2023.0,3.0,16200,990736,-974536,0.0
P-1691,COSTO MATERIALES,2023-05-01,2023.0,5.0,194048,210200,-16152,0.0
P-1691,INGRESO,2023-04-01,2023.0,4.0,2124157,0,2124157,0.0
P-1692,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,3989790,-3989790,0.0
P-1692,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,3876340,-3876340,0.0
P-1692,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,6370434,-6370434,0.0
P-1692,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,7576783,-7576783,0.0
P-1692,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,9606911,-9606911,0.0
P-1692,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,4744220,-4744220,0.0
P-1692,COSTO MATERIALES,2023-03-01,2023.0,3.0,361088,4526604,-4165516,0.0
P-1692,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,2850662,-2850662,0.0
P-1692,COSTO MATERIALES,2023-05-01,2023.0,5.0,360000,1837143,-1477143,0.0
P-1692,INGRESO,2023-01-01,2023.0,1.0,13077199,0,13077199,0.0
P-1692,INGRESO,2023-02-01,2023.0,2.0,7873985,0,7873985,0.0
P-1692,INGRESO,2023-04-01,2023.0,4.0,25808944,0,25808944,0.0
P-1692,INGRESO,2023-05-01,2023.0,5.0,11142397,11000000,142397,0.0
P-1693,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,525201,-525201,0.0
P-1693,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1028610,-1028610,0.0
P-1693,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,2407425,-2407425,0.0
P-1693,COSTO MATERIALES,2023-01-01,2023.0,1.0,363615,250565,113050,0.0
P-1693,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,4992,-4992,0.0
P-1693,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,5034,-5034,0.0
P-1694,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,1716782,-1716782,0.0
P-1694,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,2619666,-2619666,0.0
P-1694,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,3550951,-3550951,0.0
P-1694,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,4736731,-4736731,0.0
P-1694,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,1825443,-1825443,0.0
P-1694,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,2218176,-2218176,0.0
P-1694,COSTO MATERIALES,2023-03-01,2023.0,3.0,22140,3462090,-3439950,0.0
P-1694,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,6907957,-6907957,0.0
P-1694,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,7641345,-7641345,0.0
P-1694,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,5722102,-5722102,0.0
P-1694,INGRESO,2023-01-01,2023.0,1.0,8010846,0,8010846,0.0
P-1694,INGRESO,2023-02-01,2023.0,2.0,7211400,0,7211400,0.0
P-1694,INGRESO,2023-03-01,2023.0,3.0,15681587,7211400,8470187,0.0
P-1694,INGRESO,2023-04-01,2023.0,4.0,12582467,0,12582467,0.0
P-1694,INGRESO,2023-05-01,2023.0,5.0,18176638,0,18176638,0.0
P-1695,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,739327,-739327,0.0
P-1695,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,1534891,-1534891,0.0
P-1695,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,2768167,-2768167,0.0
P-1695,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,1352422,-1352422,0.0
P-1695,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,3488915,-3488915,0.0
P-1695,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,5462511,-5462511,0.0
P-1695,COSTO MATERIALES,2023-05-01,2023.0,5.0,981954,9619052,-8637098,0.0
P-1695,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,1622389,-1622389,0.0
P-1695,INGRESO,2023-01-01,2023.0,1.0,2591314,0,2591314,0.0
P-1695,INGRESO,2023-02-01,2023.0,2.0,3175796,0,3175796,0.0
P-1695,INGRESO,2023-03-01,2023.0,3.0,3163875,0,3163875,0.0
P-1695,INGRESO,2023-04-01,2023.0,4.0,6929341,0,6929341,0.0
P-1695,INGRESO,2023-05-01,2023.0,5.0,12859444,0,12859444,0.0
P-1696,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,4663709,-4663709,0.0
P-1696,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,4332488,-4332488,0.0
P-1696,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,4690984,-4690984,0.0
P-1696,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,1750141,-1750141,0.0
P-1696,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,3517375,-3517375,0.0
P-1696,COSTO MATERIALES,2023-02-01,2023.0,2.0,129070,13076962,-12947892,0.0
P-1696,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,1689909,-1689909,0.0
P-1696,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,2304440,-2304440,0.0
P-1696,INGRESO,2023-01-01,2023.0,1.0,19349041,0,19349041,0.0
P-1696,INGRESO,2023-02-01,2023.0,2.0,5832402,0,5832402,0.0
P-1696,INGRESO,2023-03-01,2023.0,3.0,7102796,0,7102796,0.0
P-1696,INGRESO,2023-04-01,2023.0,4.0,5061903,0,5061903,0.0
P-1697,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,192133,-192133,0.0
P-1697,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,1740265,-1740265,0.0
P-1697,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,895247,-895247,0.0
P-1697,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,4075065,-4075065,0.0
P-1697,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,6271472,-6271472,0.0
P-1697,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,1960569,-1960569,0.0
P-1697,COSTO MATERIALES,2023-04-01,2023.0,4.0,494100,7128724,-6634624,0.0
P-1697,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,2793616,-2793616,0.0
P-1697,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,774061,-774061,0.0
P-1697,INGRESO,2023-01-01,2023.0,1.0,3575993,0,3575993,0.0
P-1697,INGRESO,2023-02-01,2023.0,2.0,17790020,0,17790020,0.0
P-1697,INGRESO,2023-03-01,2023.0,3.0,4542774,0,4542774,0.0
P-1697,INGRESO,2023-04-01,2023.0,4.0,11908912,0,11908912,0.0
P-1697,INGRESO,2023-05-01,2023.0,5.0,16105753,0,16105753,0.0
P-1697,INGRESO,2023-06-01,2023.0,6.0,9120194,12160259,-3040065,0.0
P-1698,COSTO MATERIALES,2023-03-01,2023.0,3.0,924,0,924,0.0
P-1698,INGRESO,2023-04-01,2023.0,4.0,909040,0,909040,0.0
P-1699,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,2485045,-2485045,0.0
P-1699,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,2118180,-2118180,0.0
P-1699,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,5428951,-5428951,0.0
P-1699,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,8267470,-8267470,0.0
P-1699,COSTO MATERIALES,2023-01-01,2023.0,1.0,44280,5755747,-5711467,0.0
P-1699,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,2971945,-2971945,0.0
P-1699,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,3475458,-3475458,0.0
P-1699,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,10398998,-10398998,0.0
P-1699,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,8687386,-8687386,0.0
P-1699,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,4987288,-4987288,0.0
P-1699,INGRESO,2023-01-01,2023.0,1.0,5991239,0,5991239,0.0
P-1699,INGRESO,2023-02-01,2023.0,2.0,14827975,0,14827975,0.0
P-1699,INGRESO,2023-03-01,2023.0,3.0,20833008,0,20833008,0.0
P-1699,INGRESO,2023-04-01,2023.0,4.0,31507221,0,31507221,0.0
P-1699,INGRESO,2023-05-01,2023.0,5.0,21598229,0,21598229,0.0
P-1700,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,2152023,-2152023,0.0
P-1700,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,751372,-751372,0.0
P-1700,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1188765,-1188765,0.0
P-1700,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,172081,-172081,0.0
P-1700,COSTO MATERIALES,2023-01-01,2023.0,1.0,198467,2257293,-2058826,0.0
P-1700,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,160000,-160000,0.0
P-1700,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,5162689,-5162689,0.0
P-1700,COSTO MATERIALES,2023-04-01,2023.0,4.0,57379,404612,-347233,0.0
P-1700,COSTO MATERIALES,2023-05-01,2023.0,5.0,13104,38040,-24936,0.0
P-1700,INGRESO,2023-01-01,2023.0,1.0,7013074,6243740,769334,0.0
P-1700,INGRESO,2023-02-01,2023.0,2.0,13242074,0,13242074,0.0
P-1700,INGRESO,2023-03-01,2023.0,3.0,7757457,5020900,2736557,0.0
P-1701,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,768063,-768063,0.0
P-1701,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,123465,-123465,0.0
P-1701,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,1733676,-1733676,0.0
P-1701,COSTO MATERIALES,2023-02-01,2023.0,2.0,72000,0,72000,0.0
P-1701,COSTO MATERIALES,2023-04-01,2023.0,4.0,374400,0,374400,0.0
P-1701,COSTO MATERIALES,2023-05-01,2023.0,5.0,175639,0,175639,0.0
P-1701,COSTO MATERIALES,2023-06-01,2023.0,6.0,20151,0,20151,0.0
P-1701,INGRESO,2023-02-01,2023.0,2.0,1393986,0,1393986,0.0
P-1703,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,2950209,-2950209,0.0
P-1703,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,3052178,-3052178,0.0
P-1703,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1637243,-1637243,0.0
P-1703,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,1057164,-1057164,0.0
P-1703,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,8923854,-8923854,0.0
P-1703,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,2471807,-2471807,0.0
P-1703,COSTO MATERIALES,2023-03-01,2023.0,3.0,31760,899218,-867458,0.0
P-1703,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,154078,-154078,0.0
P-1703,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,200940,-200940,0.0
P-1703,INGRESO,2023-01-01,2023.0,1.0,7790849,0,7790849,0.0
P-1703,INGRESO,2023-02-01,2023.0,2.0,13629121,0,13629121,0.0
P-1703,INGRESO,2023-03-01,2023.0,3.0,24019656,13629121,10390535,0.0
P-1703,INGRESO,2023-04-01,2023.0,4.0,3486136,0,3486136,0.0
P-1704,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,7375493,-7375493,0.0
P-1704,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,10751091,-10751091,0.0
P-1704,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,12332472,-12332472,0.0
P-1704,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,14242535,-14242535,0.0
P-1704,COSTO MATERIALES,2023-01-01,2023.0,1.0,0,20073319,-20073319,0.0
P-1704,COSTO MATERIALES,2023-02-01,2023.0,2.0,139976,3388760,-3248784,0.0
P-1704,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,14768626,-14768626,0.0
P-1704,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,20031042,-20031042,0.0
P-1704,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,13967551,-13967551,0.0
P-1704,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,4213960,-4213960,0.0
P-1704,INGRESO,2023-01-01,2023.0,1.0,80676884,44033800,36643084,0.0
P-1704,INGRESO,2023-02-01,2023.0,2.0,23544607,0,23544607,0.0
P-1704,INGRESO,2023-03-01,2023.0,3.0,28278508,0,28278508,0.0
P-1704,INGRESO,2023-04-01,2023.0,4.0,53250000,0,53250000,0.0
P-1704,INGRESO,2023-05-01,2023.0,5.0,132309997,53250000,79059997,0.0
P-1705,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,2804119,-2804119,0.0
P-1705,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,5553518,-5553518,0.0
P-1705,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,4305749,-4305749,0.0
P-1705,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,5634234,-5634234,0.0
P-1705,COSTO MATERIALES,2023-05-01,2023.0,5.0,76065,5196251,-5120186,0.0
P-1705,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,7000,-7000,0.0
P-1705,INGRESO,2023-02-01,2023.0,2.0,47975,0,47975,0.0
P-1705,INGRESO,2023-04-01,2023.0,4.0,10049552,0,10049552,0.0
P-1705,INGRESO,2023-05-01,2023.0,5.0,20190289,0,20190289,0.0
P-1706,COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,67249,-67249,0.0
P-1706,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,1810677,-1810677,0.0
P-1706,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,1800040,-1800040,0.0
P-1706,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,1197155,-1197155,0.0
P-1706,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,3259532,-3259532,0.0
P-1706,COSTO MATERIALES,2023-03-01,2023.0,3.0,0,2783886,-2783886,0.0
P-1706,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,1835912,-1835912,0.0
P-1706,COSTO MATERIALES,2023-05-01,2023.0,5.0,0,5198516,-5198516,0.0
P-1706,COSTO MATERIALES,2023-06-01,2023.0,6.0,839280,839280,0,0.0
P-1706,INGRESO,2023-02-01,2023.0,2.0,1096335,0,1096335,0.0
P-1706,INGRESO,2023-03-01,2023.0,3.0,10029880,0,10029880,0.0
P-1706,INGRESO,2023-04-01,2023.0,4.0,7538636,0,7538636,0.0
P-1706,INGRESO,2023-05-01,2023.0,5.0,17637357,0,17637357,0.0
P-1707,COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,1933410,-1933410,0.0
P-1707,COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,312090,-312090,0.0
P-1707,COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,1568341,-1568341,0.0
P-1707,COSTO MATERIALES,2023-02-01,2023.0,2.0,0,803767,-803767,0.0
P-1707,COSTO MATERIALES,2023-04-01,2023.0,4.0,0,2057186,-2057186,0.0
P-1707,COSTO MATERIALES,2023-05-01,2023.0,5.0,257844,5892447,-5634603,0.0
P-1707,COSTO MATERIALES,2023-06-01,2023.0,6.0,0,1597175,-1597175,0.0
P-1707,INGRESO,2023-03-01,2023.0,3.0,4178952,0,4178952,0.0
P-1707,INGRESO,2023-05-01,2023.0,5.0,7084469,0,7084469,0.0
