COD_PROYECTO,TIPO_x0020_MOVIMIENTO,FECHA_x0020_GUIA,NUMERO_x0020_GUIA,PARTIDA_x0020_PRESUPUESTARIA,CODIGO_x0020_PARTE,CANTIDAD,DESCRIPCI_xFFFD_N_x0020_PRODUCTO,UNIDAD_x0020_DE_x0020_MEDIDA,COSTO_x0020_UNITARIO,COSTO_x0020_TOTAL
P-Servicios,STT,2022-01-13T00:00:00-03:00,44283,,T14390362,1,Fuente 220VAC/12VDC 10A Switching,UN,11399,11399
P-1689,VCO,2022-01-17T00:00:00-03:00,44322,1002,T14392533,1,Fuente 220VAC/24VAC Edwards EST BPS6A/230 6.0amp UL/FM,UN,217777,217777
P-1689,VCO,2022-01-17T00:00:00-03:00,44322,1013,I17440843,50,Tarugos paloma fibrocemento 3 a 5 mm,UN,40,2000
P-1689,VCO,2022-01-17T00:00:00-03:00,44322,1013,I17440039,200,"Tornillo roscalata 6 x 1""",UN,8,1600
P-1689,VCO,2022-01-17T00:00:00-03:00,44322,1063,I17440777,1,"Disco corte 7"" metal",UN,978,978
P-1668,VCO,2022-01-19T00:00:00-03:00,44340,1011,I17440300,300,"Tornillo Framer 7 x 7/16"" Negro",UN,4,1200
P-1668,VCO,2022-01-19T00:00:00-03:00,44340,1023,T14380054,200,Cable paralelo 2x20 color,M,136,27200
P-1668,VCO,2022-01-19T00:00:00-03:00,44340,1021,T14380054,100,Cable paralelo 2x20 color,M,136,13600
P-1668,VCO,2022-01-19T00:00:00-03:00,44340,1009,T14380054,100,Cable paralelo 2x20 color,M,136,13600
P-1668,VCO,2022-01-19T00:00:00-03:00,44340,1009,T14380054,200,Cable paralelo 2x20 color,M,136,27200
P-1668,VCO,2022-01-19T00:00:00-03:00,44340,1024,I16430010,200,Amarras plasticas 200mm,UN,22,4400
P-1668,VCO,2022-01-19T00:00:00-03:00,44340,1028,T14380059,580,Cable UTP CAT5E unifilar interior Trimer,M,155,89900
P-1668,VCO,2022-01-19T00:00:00-03:00,44340,1029,T14380059,200,Cable UTP CAT5E unifilar interior Trimer,M,155,31000
P-1668,VCO,2022-01-19T00:00:00-03:00,44340,1047,T14380059,135,Cable UTP CAT5E unifilar interior Trimer,M,155,20925
P-1672,VCO,2022-01-19T00:00:00-03:00,44347,1019,P07141018,26,Detector de humo fotoelectrico 4H Cert U,UN,12512,325312
P-1667,VCO,2022-01-24T00:00:00-03:00,44365,1040,P07140137,10,Detector de Humo Fotoelectrico 4H sin ce,UN,6369,63690
P-1677,VCO,2022-01-24T00:00:00-03:00,44372,1030,I16430109,2,Cinta Permace 3/4,UN,797,1594
P-1677,VCO,2022-01-24T00:00:00-03:00,44372,1030,I16430107,2,Cinta Aisladora 3M Temflex 1500,UN,1379,2758
P-1677,VCO,2022-01-24T00:00:00-03:00,44372,1030,I16430005,1,Agorex pomo transparente,UN,2620,2620
P-1677,VCO,2022-01-24T00:00:00-03:00,44372,1030,I17440039,100,"Tornillo roscalata 6 x 1""",UN,8,800
P-1677,VCO,2022-01-24T00:00:00-03:00,44372,1030,I17440302,100,"Tornillo roscalata 6 x 2""",UN,15,1500
P-1677,VCO,2022-01-24T00:00:00-03:00,44372,1027,T14380190,100,Cable paralelo 2x24 Cafe,M,51,5100
P-1677,VCO,2022-01-24T00:00:00-03:00,44372,1026,S11290198,10,"Magnetico Embutido 1/4"" Blanco",UN,700,7000
P-1677,VCO,2022-01-24T00:00:00-03:00,44372,1036,P07140137,9,Detector de Humo Fotoelectrico 4H sin ce,UN,6369,57321
P-1677,VCO,2022-01-24T00:00:00-03:00,44372,1027,T14380059,305,Cable UTP CAT5E unifilar interior Trimer,M,153,46665
P-1677,VCO,2022-01-24T00:00:00-03:00,44372,1039,P07152644,1,Minisirena con estrobo 12V (blanca y roj,UN,3128,3128
P-1677,VCO,2022-01-24T00:00:00-03:00,44372,1038,P07140215,1,Palanca Incendio convencional metalica s,UN,7100,7100
P-1672,VCO,2022-01-24T00:00:00-03:00,44383,1018,I16431561,200,Amarras plasticas 200 con banderilla,UN,17,3400
P-1668,VCO,2022-01-31T00:00:00-03:00,44433,1024,T14400271,1,Spray prueba detector de humo,UN,14205,14205
P-Servicios,STT,2022-02-02T00:00:00-03:00,44447,,S11292446,1,"Magnetico Sobrepuesto 7/8"" Blanco",UN,745,745
P-Servicios,STT,2022-02-02T00:00:00-03:00,44447,,S11280105,1,Centralita Bosch DS3MX,UN,21951,21951
P-Proyectos,VCO,2022-02-07T00:00:00-03:00,44465,,H21612313,1,Polera Pique Varon M/L Talla M Azul,UN,6400,6400
P-Proyectos,VCO,2022-02-07T00:00:00-03:00,44465,,H21572459,50,Mascarilla 3 Layers desechable,UN,49,2450
P-Proyectos,VCO,2022-02-07T00:00:00-03:00,44465,,H21572459,50,Mascarilla 3 Layers desechable,UN,49,2450
P-Proyectos,VCO,2022-02-08T00:00:00-03:00,44472,,H21611197,1,Casaca Geologo Grupo Schutz Talla S,UN,4500,4500
P-Proyectos,VCO,2022-02-08T00:00:00-03:00,44472,,H21571172,1,Guante Multiflex Negro,UN,577,577
P-Proyectos,VCO,2022-02-08T00:00:00-03:00,44472,,H21570675,1,Protector auditivo reutilizable lavable,UN,211,211
P-Proyectos,VCO,2022-02-08T00:00:00-03:00,44472,,H21570768,1,Anteojo Seguridad (antiparras),UN,575,575
P-Proyectos,VCO,2022-02-08T00:00:00-03:00,44472,,H21572459,50,Mascarilla 3 Layers desechable,UN,49,2450
P-Proyectos,VCO,2022-02-08T00:00:00-03:00,44472,,H21572459,50,Mascarilla 3 Layers desechable,UN,49,2450
P-Proyectos,VCO,2022-02-08T00:00:00-03:00,44472,,H21570675,1,Protector auditivo reutilizable lavable,UN,211,211
P-Proyectos,VCO,2022-02-08T00:00:00-03:00,44472,,H21571172,1,Guante Multiflex Negro,UN,577,577
P-Proyectos,VCO,2022-02-08T00:00:00-03:00,44472,,H21570768,1,Anteojo Seguridad (antiparras),UN,575,575
P-Servicios,STT,2022-02-09T00:00:00-03:00,44483,,S09232618,1,NVR 32CH DAHUA 5232-4KS2 4K 320 Mbps HDM,UN,194512,194512
P-Servicios,STT,2022-02-09T00:00:00-03:00,44483,,C03050073,1,Switch 16+2 puertos Dahua PFS4218-16ET-1,UN,214868,214868
P-Servicios,STT,2022-02-09T00:00:00-03:00,44483,,C03052631,1,Switch 8 puertos Dahua PFS3010-8ET-96 Po,UN,63607,63607
P-Servicios,STT,2022-02-09T00:00:00-03:00,44483,,C03051971,2,Switch 4+2 puertos Dahua PFS3006-4ET-60,UN,31760,63520
P-Servicios,STT,2022-02-09T00:00:00-03:00,44483,,C03062255,2,Antena LOCOM5 Ubiquiti Radio NanoStation,UN,81750,163500
P-Servicios,STT,2022-02-09T00:00:00-03:00,44483,,C03062254,2,Soporte Nanostation ventana/muro Ubiquit,UN,22125,44250
P-Servicios,STT,2022-02-09T00:00:00-03:00,44483,,C02031044,1,Rack Gabinete Mural 06U 600x450mm,UN,66215,66215
P-Servicios,STT,2022-02-09T00:00:00-03:00,44483,,T14380657,610,Cable UTP CAT6 Trimerx o similar (100% C,M,226,137860
P-Servicios,STT,2022-02-09T00:00:00-03:00,44483,,T14370122,34,"Conduit galvanizado EMT 20 x3000mm (1/2""",T3M,2705,91970
P-Servicios,STT,2022-02-09T00:00:00-03:00,44483,,T14400287,170,Tarugo plastico 6 mm,UN,10,1700
P-1667,VCO,2022-04-04T00:00:00-03:00,44921,1010,T14380059,305,Cable UTP CAT5E unifilar interior Trimer,M,152,46360
P-1667,VCO,2022-04-04T00:00:00-03:00,44921,1010,T14380054,300,Cable paralelo 2x20 color,M,136,40800
P-1667,VCO,2022-04-04T00:00:00-03:00,44921,1033,T14380190,300,Cable paralelo 2x24 Cafe,M,51,15300
P-1667,VCO,2022-04-04T00:00:00-03:00,44921,1021,T14380056,400,Cable PE 0.9 x 2,M,243,97200
P-1667,VCO,2022-04-04T00:00:00-03:00,44921,1045,T14380057,200,Cable pin 4x24,M,88,17600
P-1667,VCO,2022-04-04T00:00:00-03:00,44921,1042,P07140215,5,Palanca Incendio convencional metalica s,UN,7100,35500
,STT,2022-04-06T00:00:00-03:00,44938,,S09240328,1,Video balun pasivo (par),UN,1762,1762
,STT,2022-04-08T00:00:00-03:00,44970,,I16431001,1,Lubricante destrabador WD-40,UN,4174,4174
,STT,2022-04-12T00:00:00-03:00,44987,,O19501068,3,Switch trendnet 8P PoE+ R EXT  TPE -LG80,UN,105882,317646
,STT,2022-04-12T00:00:00-03:00,44987,,O19501068,1,Switch HP 1420 8G PoE+ (64W) JH330A,UN,100840,100840
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1028,T14380057,300,Cable pin 4x24,M,88,26400
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1038,T14380057,300,Cable pin 4x24,M,88,26400
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1038,T14381073,200,Cable paralelo 2x18 color,M,96,19200
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1039,T14380059,305,Cable UTP CAT5E unifilar interior Trimer,M,148,45140
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1040,I16430107,5,Cinta Aisladora 3M Temflex 1500,UN,1348,6740
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1031,S11290198,5,"Magnetico Embutido 1/4"" Blanco",UN,700,3500
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1083,I16430011,100,Amarras plasticas 250mm,UN,38,3800
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1083,I17440644,8,Broca HSS metal 3mm,UN,462,3696
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1083,I17442579,5,Broca HSS metal 6mm,UN,994,4970
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1030,S11280105,40,Centralita Bosch DS3MX,UN,19700,788000
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1011,C04080098,1,Central Conserjeria GT/MKB-N Aiphone,UN,262875,262875
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1016,C04082392,1,Expansor de Control de Audio GT-BCXB Aip,UN,192182,192182
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1013,C04082339,3,Bus Control GT BC,UN,28990,86970
P-1672,VCO,2022-04-12T00:00:00-03:00,45004,1014,T14392338,5,Fuente 220VAC/24V 2.0A Aiphone PS2420S,UN,65088,325440
P-1672,VCO,2022-04-12T00:00:00-03:00,45006,1041,C04091042,1,Unidad de Citofonia Lef 10,UN,92932,92932
P-1672,VCO,2022-04-12T00:00:00-03:00,45006,1042,C04090229,12,Citofono Portero LEDA Aiphone Acero inox,UN,26438,317256
P-1672,VCO,2022-04-12T00:00:00-03:00,45006,1043,T14390176,2,Fuente 220VAC/12VDC Aiphone PS-12S,UN,37826,75652
P-1672,VCO,2022-04-12T00:00:00-03:00,45006,1044,T14380056,800,Cable PE 0.9 x 2,M,237,189600
P-1672,VCO,2022-04-12T00:00:00-03:00,45006,1009,S09240328,13,Video balun pasivo (par),UN,1750,22750
P-1672,VCO,2022-04-12T00:00:00-03:00,45006,1010,S09240029,13,Conector de poder 3.5mm macho (para cama,UN,265,3445
P-1672,VCO,2022-04-12T00:00:00-03:00,45006,1006,T14390362,6,Fuente 220VAC/12VDC 10A Switching,UN,8900,53400
P-1676,VCO,2022-04-13T00:00:00-03:00,45021,1038,C06110268,568,Splitter domiciliario 2 vías 5-1200MHZ,UN,667,378856
P-1675,VCO,2022-04-21T00:00:00-03:00,45070,1015,S11280740,7,Central Paradox Spectra SP-4000 teclado K10 y trafo (Kit),UN,64200,449400
P-1675,VCO,2022-04-21T00:00:00-03:00,45072,1006,T14380059,301,Cable UTP CAT5E unifilar interior Trimer,M,148,44548
P-1675,VCO,2022-04-21T00:00:00-03:00,45072,1006,T14380054,200,Cable paralelo 2x20 color,M,136,27200
P-1675,VCO,2022-04-21T00:00:00-03:00,45072,1034,T14380056,200,Cable PE 0.9 x 2,M,237,47400
P-1675,VCO,2022-04-21T00:00:00-03:00,45072,1039,T14380054,100,Cable paralelo 2x20 color,M,136,13600
P-Servicios,STT,2022-04-21T00:00:00-03:00,45087,,T14370122,2,"Conduit galvanizado EMT 20 x3000mm (1/2""",T3M,3035,6070
P-Servicios,STT,2022-04-21T00:00:00-03:00,45087,,T14370131,4,"Union copla 20mm EMT (1/2"")",UN,260,1040
P-Servicios,STT,2022-04-21T00:00:00-03:00,45087,,T14370099,4,"Terminal salida caja EMT 20mm (1/2"")",UN,275,1100
P-Servicios,STT,2022-04-21T00:00:00-03:00,45087,,T14370774,4,Caja electrica Galvanizada A-01 100 x 65,UN,995,3980
P-Servicios,STT,2022-04-21T00:00:00-03:00,45087,,T14370414,6,Conduit Flexible 20mm Metalico con PVC (,M,850,5100
P-Servicios,STT,2022-04-21T00:00:00-03:00,45087,,T14370415,4,Conector recto 20mm p/ flexible metalico,UN,563,2252
P-Servicios,STT,2022-04-21T00:00:00-03:00,45087,,I17442580,100,"Tornillo Autoperforante 8 x 1"" Cabeza Le",UN,14,1400
P-Servicios,STT,2022-04-21T00:00:00-03:00,45087,,I15410264,1,Electrodo Soldadura 6011 3/32,KL,4874,4874
P-Servicios,STT,2022-04-21T00:00:00-03:00,45087,,I15420507,10,Casquillo aluminio 1.5 fijacion piolas y,UN,47,470
P-1693,VCO,2022-04-25T00:00:00-03:00,45106,1097,O19502485,1,Arriendo modulo comedor 20 pies,D,170000,170000
P-1693,VCO,2022-04-26T00:00:00-03:00,45121,1064,P08201332,2,"Flange Manguito Ø4"" ranurado ANSI B.16.5",UN,9218,18436
P-Proyectos,VCO,2022-04-27T00:00:00-03:00,45155,,H21611060,1,Pantalon varon talla 46 blue Jeans doble costura,UN,6459,6459
P-Proyectos,VCO,2022-04-27T00:00:00-03:00,45155,,H21572722,1,Protector Facial Claro Mascara soldar,UN,1682,1682
P-Proyectos,VCO,2022-04-27T00:00:00-03:00,45155,,H21570486,1,Adaptador aluminio p/casco (protector facial),UN,2590,2590
P-1684,VCO,2022-05-02T00:00:00-03:00,45221,1021,T14380056,800,Cable PE 0.9 x 2,M,237,189600
P-1684,VCO,2022-05-02T00:00:00-03:00,45221,1017,C04080111,20,Citofono GT-1D Aiphone,UN,25303,506060
P-1684,VCO,2022-05-02T00:00:00-03:00,45221,1042,T14380059,915,Cable UTP CAT5E unifilar interior Trimer,M,148,135420
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21572459,50,Mascarilla 3 Layers desechable,UN,22,1100
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21571172,1,Guante Multiflex Negro,UN,648,648
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21570487,1,Barbiquejo para casco de seguridad,UN,271,271
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21570765,1,Casco seguridad simple,UN,2345,2345
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21570675,1,Protector auditivo reutilizable lavable,UN,220,220
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21570768,1,Anteojo Seguridad (antiparras),UN,605,605
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21581034,1,"Alicate universal 8""",UN,5847,5847
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21581151,1,"Alicate Cortante 7""",UN,5704,5704
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21580656,1,Juego destornillador perilleros (cruz y,UN,4361,4361
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21580916,1,Destornillador de cruz mediano,UN,1184,1184
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21580915,1,Destornillador de paleta mediano,UN,935,935
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21611061,1,Pantalon varon talla 48 blue Jeans doble,UN,6459,6459
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21572279,1,Botin de Seguridad N° 43,UN,17923,17923
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21572292,1,Casaca Geologo Grupo Schutz Talla M,UN,5068,5068
P-PROYECTOS,VCO,2022-06-06T00:00:00-04:00,45667,,H21612313,1,Polera Pique Varon M/L Talla M Azul,UN,6138,6138
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21572459,50,Mascarilla 3 Layers desechable,UN,22,1100
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21571172,1,Guante Multiflex Negro,UN,648,648
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570768,1,Anteojo Seguridad (antiparras),UN,605,605
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570675,1,Protector auditivo reutilizable lavable,UN,220,220
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21572459,50,Mascarilla 3 Layers desechable,UN,22,1100
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21571172,1,Guante Multiflex Negro,UN,648,648
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570675,1,Protector auditivo reutilizable lavable,UN,220,220
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570768,1,Anteojo Seguridad (antiparras),UN,605,605
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21572459,50,Mascarilla 3 Layers desechable,UN,22,1100
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21571172,1,Guante Multiflex Negro,UN,648,648
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570675,1,Protector auditivo reutilizable lavable,UN,220,220
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570768,1,Anteojo Seguridad (antiparras),UN,605,605
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21572459,50,Mascarilla 3 Layers desechable,UN,22,1100
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21571172,1,Guante Multiflex Negro,UN,648,648
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570675,1,Protector auditivo reutilizable lavable,UN,220,220
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570768,1,Anteojo Seguridad (antiparras),UN,605,605
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21572459,50,Mascarilla 3 Layers desechable,UN,22,1100
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21571172,1,Guante Multiflex Negro,UN,648,648
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570675,1,Protector auditivo reutilizable lavable,UN,220,220
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570768,1,Anteojo Seguridad (antiparras),UN,605,605
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21572459,50,Mascarilla 3 Layers desechable,UN,22,1100
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570675,1,Protector auditivo reutilizable lavable,UN,220,220
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570768,1,Anteojo Seguridad (antiparras),UN,605,605
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21571172,1,Guante Multiflex Negro,UN,648,648
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21572459,50,Mascarilla 3 Layers desechable,UN,22,1100
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21571172,1,Guante Multiflex Negro,UN,648,648
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570768,1,Anteojo Seguridad (antiparras),UN,605,605
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21572459,50,Mascarilla 3 Layers desechable,UN,22,1100
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21571172,1,Guante Multiflex Negro,UN,648,648
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570675,1,Protector auditivo reutilizable lavable,UN,220,220
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570768,1,Anteojo Seguridad (antiparras),UN,605,605
P-Proyectos,VCO,2022-06-10T00:00:00-04:00,45746,,H21570675,1,Protector auditivo reutilizable lavable,UN,220,220
P-Proyectos,VCO,2022-06-13T00:00:00-04:00,45771,,H21572459,50,Mascarilla 3 Layers desechable,UN,22,1100
P-Proyectos,VCO,2022-06-13T00:00:00-04:00,45771,,H21570625,1,Guante cabritilla puño corto,UN,1125,1125
P-Proyectos,VCO,2022-06-13T00:00:00-04:00,45771,,H21570768,1,Anteojo Seguridad (antiparras),UN,605,605
P-Proyectos,VCO,2022-06-13T00:00:00-04:00,45771,,H21570675,1,Protector auditivo reutilizable lavable,UN,220,220
P-Proyectos,VCO,2022-06-13T00:00:00-04:00,45771,,H21570487,1,Barbiquejo para casco de seguridad,UN,271,271
P-Proyectos,VCO,2022-06-13T00:00:00-04:00,45771,,H21570765,1,Casco seguridad simple,UN,2345,2345
P-Proyectos,VCO,2022-06-13T00:00:00-04:00,45771,,H21611064,1,Pantalon varon talla 54 blue Jeans doble,UN,6508,6508
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1033,P08202340,1,"Tee 4"" Ranurada A536",UN,6296,6296
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1026,P08201152,7,"Tee 3"" Ranurada UL/FM",UN,4190,29330
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1040,P08202739,1,"Tee Mecanica 4"" x 3"" ranurada A-536 UL/F",UN,4467,4467
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1040,P08202656,2,"Tee Mecanica 3"" x 1 1/4"" HI NPT",UN,3001,6002
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1070,P08200874,1,"Tee Mecanica 3"" x 1"" HI NPT",UN,2442,2442
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1024,P08200561,4,"Codo 90° 4"" Ranurado UL A-536",UN,4597,18388
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1025,P08200793,8,"Codo 90° 3"" Ranurado UL A-536",UN,3016,24128
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1064,P08200236,7,"Union copla red 3"" x 2 1/2"" RAN RAN",UN,1636,11452
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1040,P08202653,1,"Union copla red 2"" x 1 1/4"" HI HI NPT 15",UN,1955,1955
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1027,P08200319,30,"Union copla 4"" ranurada flexible",UN,2905,87150
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1028,P08200617,30,"Union copla 4"" ranurada rigida",UN,2905,87150
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1028,P08200318,30,"Union copla 3"" ranurada flexible",UN,2394,71820
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1028,P08202652,15,"Union copla 3"" ranurada rigida",UN,2171,32565
P-1693,VCO,2022-03-24T00:00:00-03:00,44865,1040,P08202650,20,"Union copla 2"" ranurada rigida",UN,1620,32400
P-Servicios,STT,2022-04-05T00:00:00-03:00,44926,,T14370586,10,Bandeja canaleta elec tipo legrand 20x10,UN,580,5800
P-Servicios,STT,2022-04-05T00:00:00-03:00,44926,,T14380057,100,Cable pin 4x24,M,88,8800
P-Servicios,STT,2022-04-05T00:00:00-03:00,44926,,T14400287,100,Tarugo plastico 6 mm,UN,12,1200
P-Servicios,STT,2022-04-05T00:00:00-03:00,44926,,I17440305,100,"Tornillo volcanita 6 x 1 1/4""",UN,10,1000
P-1675,VCO,2022-04-06T00:00:00-03:00,44958,1042,S12331996,1,Caja para Central electronica 455D FAAC,UN,11800,11800
P-1675,VCO,2022-04-06T00:00:00-03:00,44958,1042,S12342374,1,Central de porton o brazo Faac 455 D,UN,99320,99320
P-1675,VCO,2022-04-06T00:00:00-03:00,44958,1037,S12342568,1,Baliza Destellante 24/220v ST,UN,15378,15378
P-1675,VCO,2022-04-06T00:00:00-03:00,44958,1038,S12342569,1,Fotocelda Largo Alcance 20 mts 24v ST,UN,18900,18900
P-1675,VCO,2022-04-06T00:00:00-03:00,44958,1041,S12341189,1,Control Remoto Garrison 1 canal,UN,7620,7620
P-1675,VCO,2022-04-06T00:00:00-03:00,44958,1042,S10272296,1,Cerradura Electrica Viro V06 (chapa),UN,81004,81004
P-1675,VCO,2022-04-06T00:00:00-03:00,44958,1042,I15411095,1,Barra Pletina de Fierro de 100x5mm,T6M,24274,24274
P-1675,VCO,2022-04-06T00:00:00-03:00,44958,1042,I15410264,2,Electrodo Soldadura 6011 3/32,KL,4874,9748
P-1675,VCO,2022-04-06T00:00:00-03:00,44958,1042,I17440838,1,"Disco corte 4 1/2"" metal",UN,424,424
P-1675,VCO,2022-04-06T00:00:00-03:00,44958,1034,T14380049,50,Cable Cordon 3x1.5mm,M,756,37800
P-1675,VCO,2022-04-06T00:00:00-03:00,44958,1036,S12321369,1,"Brazo Solo batiente BFT Lux G, 5M 300kg",UN,296211,296211
P-1672,VCO,2022-04-12T00:00:00-03:00,45001,1070,C08712455,1000,Fibra Optica FO monomodo 2F G652D 3 port,M,83,83000
P-1675,VCO,2022-04-12T00:00:00-03:00,45008,1010,C04080111,7,Citofono GT-1D Aiphone,UN,25303,177121
P-1667,GDP,2022-04-13T00:00:00-03:00,45026,1034,I17440035,2,Broca HSS metal 2.5mm,UN,425,850
P-1667,GDP,2022-04-13T00:00:00-03:00,45026,1034,I17442579,1,Broca HSS metal 6mm,UN,994,994
P-1667,GDP,2022-04-13T00:00:00-03:00,45026,1010,T14380059,610,Cable UTP CAT5E unifilar interior Trimerx o similar (100% Cu),M,148,90280
P-1698,VCO,2022-04-19T00:00:00-03:00,45051,1017,I17442447,200,"Tornillo Roscalata 8 x 1""",UN,11,2200
P-1698,VCO,2022-04-19T00:00:00-03:00,45051,1017,T14400287,200,Tarugo plastico 6 mm,UN,12,2400
P-1698,VCO,2022-04-19T00:00:00-03:00,45051,1017,I17441134,205,"Tornillo autoperforante 10 x 1""  hexagonal",UN,19,3895
P-1698,VCO,2022-04-21T00:00:00-03:00,45083,1022,P08200121,2,"Codo 90° 2 1/2"" Ranurado UL A-536",UN,3474,6948
P-1698,VCO,2022-04-21T00:00:00-03:00,45083,1029,P08200318,18,"Union copla 3"" ranurada flexible",UN,3230,58140
P-1698,VCO,2022-04-21T00:00:00-03:00,45083,1029,P08202652,51,"Union copla 3"" ranurada rigida",UN,3019,153969
P-1698,VCO,2022-04-21T00:00:00-03:00,45083,1030,P08202651,3,"Union copla 2 1/2"" ranurada rigida",UN,2608,7824
P-1698,VCO,2022-04-21T00:00:00-03:00,45083,1090,P08201872,30,Abrazadera p/Soporte antisismico UL FM 3,UN,16178,485340
P-1698,VCO,2022-04-21T00:00:00-03:00,45083,1091,P08201887,6,Abrazadera p/Soporte antisismico UL FM 2,UN,15903,95418
P-1685,VCO,2022-04-26T00:00:00-03:00,45126,1120,P08201437,2,"Cañeria Negra Ø1"" SCH40 A53",T6M,18304,36608
P-1693,VCO,2022-04-27T00:00:00-03:00,45158,1031,P08200767,2,"Flange Lap Joint Ø4"" p/stub end ANSI 150# B.16.5",UN,16538,33076
P-1693,VCO,2022-04-27T00:00:00-03:00,45158,1031,O19501068,3,Flange respaldo acero carbono ansi,UN,12340,37020
P-1693,VCO,2022-04-27T00:00:00-03:00,45158,1104,O19501068,2,"Bida AC Inox 316DN 4""",UN,74000,148000
P-1693,VCO,2022-04-28T00:00:00-03:00,45169,1040,I15410604,16,"Tuerca hexagonal zincada 1/2""",UN,48,768
P-1693,VCO,2022-04-29T00:00:00-03:00,45201,1040,P08202407,1,"Union copla red 2"" x 1"" HI HI NPT 150# A",UN,1417,1417
