CODIGO_PROYECTO,PARTIDA_PRESUPUESTARIA,PRODUCTO,UNIDAD,CANTIDAD,COSTO_UNITARIO,COSTO_TOTAL
P-1684,1036,ALARMA ROBO E INTRUSION-Sensor magnetico   puerta,,247,950,234650
P-1684,1037,ALARMA ROBO E INTRUSION-Sensor magnetico   ventana,,78,760,59280
P-1684,1038,ALARMA ROBO E INTRUSION-Central de robo Bosch D9412,,1,256000,256000
P-1684,1039,ALARMA ROBO E INTRUSION-Teclado Bosch D1255,,1,56000,56000
P-1684,1040,ALARMA ROBO E INTRUSION-Tarjeta expansora Bosch D8128,,30,23000,690000
P-1684,1041,ALARMA ROBO E INTRUSION-Fuente de poder  vdc,,6,30000,180000
P-1684,1042,ALARMA ROBO E INTRUSION-Cableado,,8300,150,1245000
P-1684,1043,ALARMA ROBO E INTRUSION-Cableado vertical  multipar,,120,1500,180000
P-1684,1044,ALARMA ROBO E INTRUSION-Otros materiales,Gl,1,440816,440816
P-1684,1045,CONTROL DE ACCESO-Central de Comunicación  Aiphone LEF-5,,1,82472,82472
P-1684,1046,CONTROL DE ACCESO-Citofono portero Aiphone LE-DA,,3,24400,73200
P-1684,1047,CONTROL DE ACCESO-Fuente de poder Aiphone PS/12,,1,31232,31232
P-1684,1048,CONTROL DE ACCESO-Lector de tarjeta Dahua ASR1201D,,5,25000,125000
P-1684,1049,CONTROL DE ACCESO-Controladora Dahua ASC1204C-S,,2,165000,330000
P-1684,1050,CONTROL DE ACCESO-Boton de apertura,,5,6000,30000
P-1684,1051,CONTROL DE ACCESO-Retenedor electromagnetico,,7,45000,315000
P-1684,1052,CONTROL DE ACCESO-Cableado,,650,200,130000
P-1684,1053,CONTROL DE ACCESO-Tarjeta de proximidad,,200,950,190000
P-1684,1054,CONTROL DE ACCESO-PC CCA  I5,,1,500000,500000
P-1684,1055,CONTROL DE ACCESO-Otros materiales,Gl,1,126483,126483
P-1684,1056,AUTOMATIZACION DE PORTONES-Motor porton Corredera FAAC Z746,,1,486000,486000
P-1684,1057,AUTOMATIZACION DE PORTONES-Baliza,,1,14000,14000
P-1684,1058,AUTOMATIZACION DE PORTONES-Haz Fotoeletrico,,1,14000,14000
P-1684,1059,AUTOMATIZACION DE PORTONES-Cableado.,,500,200,100000
P-1684,1060,AUTOMATIZACION DE PORTONES-Receptor Remoto garrison 1 canal,,1,11000,11000
P-1684,1061,AUTOMATIZACION DE PORTONES-Control Remoto garrison  1 canal,,130,7000,910000
P-1684,1062,AUTOMATIZACION DE PORTONES-Otros materiales,Gl,1,92100,92100
P-1684,1063,"TELECOMUNICACIONES-ANTENA UHF, CANALES 21/48, G = 12 dB",,1,36989,36989
P-1684,1064,TELECOMUNICACIONES-MASTIL 2500x40x2 mm GALVANIZADO,,1,17169,17169
P-1684,1065,TELECOMUNICACIONES-GARRAS DE MURO PARA TACOS 300 mm,,2,5636,11272
P-1684,1066,TELECOMUNICACIONES-Bastidor 42 U,,2,100000,200000
P-1684,1067,TELECOMUNICACIONES-Caja de Distribución  600X1000X250mm,,32,120000,3840000
P-1684,1068,TELECOMUNICACIONES-Cable Coaxial RG-6,,23900,160,3824000
P-1684,1069,TELECOMUNICACIONES-Cable Coaxial RG-11,,1000,800,800000
P-1684,1070,TELECOMUNICACIONES-Adaptador RG11 a RG6,,136,1850,251600
P-1684,1071,TELECOMUNICACIONES-Derivador 4,,124,7465,925660
P-1684,1072,TELECOMUNICACIONES-Derivador 3,,100,7465,746500
P-1684,1073,TELECOMUNICACIONES-Abrazadera Jack,,120,3110,373200
P-1684,1074,TELECOMUNICACIONES-Splitter 2 Salidas,,236,580,136880
P-1684,1075,TELECOMUNICACIONES-Splitter 3 Salidas,,15,1248,18720
P-1684,1076,TELECOMUNICACIONES-Splitter 4 Salidas,,48,2900,139200
P-1684,1077,TELECOMUNICACIONES-Central Configurable (VI+VHF+UHF),,2,78000,156000
P-1684,1078,TELECOMUNICACIONES-Mezclador,,4,160000,640000
P-1684,1079,TELECOMUNICACIONES-Conector F  prensado,,2550,150,382500
P-1684,1080,TELECOMUNICACIONES-Amplificador,,8,440000,3520000
P-1684,1081,TELECOMUNICACIONES-FIBRA DROP INTERIOR 2F,,7200,70,504000
P-1684,1082,TELECOMUNICACIONES-FIBRA OPTICA 24F,,1000,1500,1500000
P-1684,1083,TELECOMUNICACIONES-Cable UTP,,5000,220,1100000
P-1684,1084,TELECOMUNICACIONES-RJ 45,,500,3000,1500000
P-1684,1085,TELECOMUNICACIONES-ROSETA FTTH ECO SIN ADAPTADOR,,248,450,111600
P-1684,1086,TELECOMUNICACIONES-PIGTAIL SM SC/APC 1.5 MT 3.0MM,,1764,500,882000
P-1684,1087,TELECOMUNICACIONES-MANGUITOS PROTECTORES 40MM,,1764,35,61740
P-1684,1088,TELECOMUNICACIONES-CABECERA P/RACK 144FO SC/APC,,4,100000,400000
P-1684,1089,TELECOMUNICACIONES-Etiquetas,,3305,130,429650
P-1684,1090,TELECOMUNICACIONES-Otros materiales,Gl,1,1350523,1350523
P-1684,1091,MANO DE OBRA,Gl,1,27881386,27881386
P-1684,1092,SUPERVISION,Gl,1,5137694,5137694
P-1685,1001,Agente Limpio Novec Portería-Sistema Novec Porteria,,1,4020192,4020192
P-1685,1002,"Agente Limpio Novec Portería-Cañería 1 1/2""""  """,,12,6250,75000
P-1685,1003,"Agente Limpio Novec Portería-Codo 1 1/2""""  """,,3,1639,4917
P-1685,1004,"Agente Limpio Novec Portería-Unión 1 1/2"""" """,,9,1592,14328
P-1685,1005,Agente Limpio Novec Portería-Otros materiales,Gl,1,288011,288011
P-1685,1006,Manif-Suministro e Instalación,,1,1,1
P-1685,1007,Manif-Soporte Manifold,,10,20000,200000
P-1685,1008,"Manif-Manómetro Glicerina  3 1/2""""""",,10,20933,209330
P-1685,1009,"Manif-Válvula Mariposa Monitoreada  4""""""",,7,92878,650146
P-1685,1010,"Manif-Válvula Mariposa Monitoreada  3""""""",,2,86732,173464
P-1685,1011,"Manif-Válvula Retención de alarma 175 lb 4""""""",,3,1075061,3225183
P-1685,1012,"Manif-Válvula Retención de alarma 175 lb 3""""""",,2,984068,1968136
P-1685,1013,"Manif-Cañería sch10 acero negro con pintura  6""""""",,36,20816,749376
P-1685,1014,"Manif-Cañería sch10 acero negro con pintura  4""""""",,42,12598,529116
P-1685,1015,"Manif-Cañería sch10 acero negro con pintura  3""""""",,24,9250,222000
P-1685,1016,"Manif-Cañería sch10 acero negro con pintura  2 1/2""""""",,12,7721,92652
P-1685,1017,"Manif-Cañería sch10 acero negro con pintura  2""""""",,12,6330,75960
P-1685,1018,"Manif-Cañería sch40 acero negro con pintura  1""""""",,6,3646,21876
P-1685,1019,"Manif-Tee   6""""""",,11,14462,159082
P-1685,1020,"Manif-Codo  6""""""",,6,9266,55596
P-1685,1021,"Manif-Codo  4""""""",,2,4562,9124
P-1685,1022,"Manif-Codo  3""""""",,1,2994,2994
P-1685,1023,"Manif-Codo  2 1/2""""""",,1,2249,2249
P-1685,1024,"Manif-Reducción   6"""" x 4""""""",,8,5100,40800
P-1685,1025,"Manif-Reducción   6"""" x 3""""""",,3,5100,15300
P-1685,1026,"Manif-Unión   6""""""",,63,4633,291879
P-1685,1027,"Manif-Unión   4""""""",,34,2883,98022
P-1685,1028,"Manif-Unión   3""""""",,18,2376,42768
P-1685,1029,"Manif-Unión   2 1/2""""""",,5,2123,10615
P-1685,1030,"Manif-Unión   2""""""",,6,1877,11262
P-1685,1031,"Manif-Tapa  6""""""",,4,6510,26040
P-1685,1032,Manif-Señalética,,1,50000,50000
P-1685,1033,"Manif-Válvula ángulo  2""""""",,2,59614,119228
P-1685,1034,"Manif-Válvula Check  3""""""",,2,65284,130568
P-1685,1035,"Manif-Válvula Check  4""""""",,6,65736,394416
P-1685,1036,Manif-Tolco Fig 980,,20,6795,135900
P-1685,1037,"Manif-Tolco Fig 4  4""""""",,14,10732,150248
P-1685,1038,"Manif-Tolco Fig 4  3""""""",,6,10312,61872
P-1685,1039,"Manif-Slip On  6""""""",,5,20000,100000
P-1685,1040,"Manif-Slip On  4""""""",,16,15000,240000
P-1685,1041,Manif-Lap Joint  150 mm,,2,17000,34000
P-1685,1042,Manif-Stub End  150 mm,,2,11000,22000
P-1685,1043,"Manif-3"""" Valvula de preaccion. Armada completa (incluye PS10,  valvula check, valvula mariposa, trim, solenoide, drenaje)  """,,1,5488560,5488560
P-1685,1044,Manif-Mantenedor de aire,,1,323611,323611
P-1685,1045,Manif-Water motor alarm,,1,174636,174636
P-1685,1046,Manif-Compresor,,1,814176,814176
P-1685,1047,"Manif-Sensor de estado para válvulas de corte (Tamper switch), ? 4""""  """,,6,2000,12000
P-1685,1048,Manif-Instalación,,1,1,1
P-1685,1049,Manif-Otros materiales,Gl,1,1199395,1199395
P-1685,1050,Gab-Suministro e Instalación,,1,1,1
P-1685,1051,"Gab-Gabinete para Carrete 1""""  """,,11,95000,1045000
P-1685,1052,"Gab-Válvula de ángulo 90°  2 1/2""""""",,11,79913,879043
P-1685,1053,"Gab-Carrete Manguera semirrígida con Pitón  1"""" x 30 m""",,11,85568,941248
P-1685,1054,"Gab-Copla Storz con tapa  2""""""",,11,16553,182083
P-1685,1055,Gab-Manómetro Glicerina,,11,20933,230263
P-1685,1056,"Gab-Cañería sch10 acero negro con pintura  4""""""",,150,12598,1889700
P-1685,1057,"Gab-Cañería sch10 acero negro con pintura  3""""""",,114,9250,1054500
P-1685,1058,"Gab-Cañería sch10 acero negro con pintura  2 1/2""""""",,30,7721,231630
P-1685,1059,"Gab-Cañería sch10 acero negro con pintura  2""""""",,114,6331,721734
P-1685,1060,"Gab-Cañería sch40 acero negro con pintura  1 1/2""""""",,12,6250,75000
P-1685,1061,"Gab-Cañería sch40 acero negro con pintura  1""""""",,30,3646,109380
P-1685,1062,"Gab-Tee   4""""""",,10,6249,62490
P-1685,1063,"Gab-Tee   3""""""",,3,4158,12474
P-1685,1064,"Gab-Tee   2 1/2""""""",,5,3041,15205
P-1685,1065,"Gab-Codo  4""""""",,40,4562,182480
P-1685,1066,"Gab-Codo  3""""""",,25,2994,74850
P-1685,1067,"Gab-Codo  2 1/2""""""",,18,2249,40482
P-1685,1068,"Gab-Codo  1 1/2""""""",,4,1640,6560
P-1685,1069,"Gab-Codo  1""""""",,4,848,3392
P-1685,1070,"Gab-Tee Mecánica   6"""" x 4""""""",,1,7920,7920
P-1685,1071,"Gab-Tee Mecánica   4"""" x 3""""""",,5,4950,24750
P-1685,1072,"Gab-Reducción   4"""" x 3""""""",,11,2368,26048
P-1685,1073,"Gab-Reducción   3"""" x 2 1/2""""""",,18,1624,29232
P-1685,1074,"Gab-Reducción   2"""" x 1""""""",,28,1940,54320
P-1685,1075,"Gab-Reducción   2 1/2"""" x 1""""""",,24,1164,27936
P-1685,1076,"Gab-Unión   6""""""",,2,4633,9266
P-1685,1077,"Gab-Unión   4""""""",,162,2883,467046
P-1685,1078,"Gab-Unión   3""""""",,116,2376,275616
P-1685,1079,"Gab-Unión   2 1/2""""""",,111,2123,235653
P-1685,1080,"Gab-Unión   2""""""",,59,1877,110743
P-1685,1081,"Gab-Unión   1 1/2""""""",,11,1592,17512
P-1685,1082,"Gab-Unión   1""""""",,41,1830,75030
P-1685,1083,"Gab-Soporte Pera   4""""""",,41,546,22386
P-1685,1084,"Gab-Soporte Pera   3""""""",,30,261,7830
P-1685,1085,"Gab-Soporte Pera   2 1/2""""""",,9,253,2277
P-1685,1086,"Gab-Soporte Pera   2""""""",,29,253,7337
P-1685,1087,Gab-Taco Anclaje,,165,150,24750
P-1685,1088,Gab-Espárrago,,56,2368,132608
P-1685,1089,"Gab-Tapa   4""""""",,1,1948,1948
P-1685,1090,"Gab-Válvula Globo tres Vias  1/2""""""",,11,6043,66473
P-1685,1091,Gab-Extintor  PQS 9 kg,,26,123000,3198000
P-1685,1092,Gab-Extintor  CO2 5 kg,,5,227000,1135000
P-1685,1093,Gab-Señalética,,1,50000,50000
P-1685,1094,"Gab-Slip On  6""""""",,1,20000,20000
P-1685,1095,"Gab-Lap Joint  6""""""",,1,17000,17000
P-1685,1096,"Gab-Stub End  6""""""",,1,11000,11000
P-1685,1097,"Gab-Cañería HDPE  6""""""",,36,17000,612000
P-1685,1098,"Gab-Tee HDPE  6""""""",,3,41500,124500
P-1685,1099,"Gab-Codo HDPE  6""""""",,5,27000,135000
P-1685,1100,"Gab-Unión  6""""""",,17,4633,78761
P-1685,1101,"Gab-Slip On  4""""""",,6,15000,90000
P-1685,1102,"Gab-Lap Joint  4""""""",,3,11500,34500
P-1685,1103,"Gab-Stub End  4""""""",,3,6000,18000
P-1685,1104,"Gab-Cañería HDPE  4""""""",,78,8000,624000
P-1685,1105,"Gab-Codo HDPE  4""""""",,2,13500,27000
P-1685,1106,"Gab-Unión  4""""""",,20,2883,57660
P-1685,1107,"Gab-Válvula ángulo reductora de Presión  1 1/2""""""",,8,61522,492176
P-1685,1108,Gab-Tolco Fig 980,,70,6795,475650
P-1685,1109,"Gab-Tolco Fig 4  3""""""",,16,10312,164992
P-1685,1110,"Gab-Tolco Fig 4  4""""""",,54,10732,579528
P-1685,1111,Gab-Instalación,,1,1,1
P-1685,1112,Gab-Otros materiales,Gl,1,1213023,1213023
P-1685,1113,Sprink-Suministro e Instalación,,1,1,1
P-1685,1114,"Sprink-Sprinkler 1 Colgante Semiembutido 155-68 NPT 1/2"""" K 5,6 R. Estándar 21m2""",,107,4063,434741
P-1685,1115,"Sprink-Roseta y Embellecedor  1/2""""""",,160,554,88640
P-1685,1116,"Sprink-Cañería sch10 acero negro con pintura  4""""""",,96,12598,1209408
P-1685,1117,"Sprink-Cañería sch10 acero negro con pintura  3""""""",,78,9250,721500
P-1685,1118,"Sprink-Cañería sch10 acero negro con pintura  2""""""",,186,6331,1177566
P-1685,1119,"Sprink-Cañería sch40 acero negro con pintura  1 1/2""""""",,48,6250,300000
P-1685,1120,"Sprink-Cañería sch40 acero negro con pintura  1""""""",,168,3646,612528
P-1685,1121,"Sprink-Tee   4""""""",,15,6249,93735
P-1685,1122,"Sprink-Tee   3""""""",,6,4158,24948
P-1685,1123,"Sprink-Tee   2""""""",,30,2067,62010
P-1685,1124,"Sprink-Tee   1""""""",,4,1140,4560
P-1685,1125,"Sprink-Codo  4""""""",,15,4562,68430
P-1685,1126,"Sprink-Codo  3""""""",,13,2994,38922
P-1685,1127,"Sprink-Codo  2""""""",,30,1727,51810
P-1685,1128,"Sprink-Codo  1 1/2""""""",,2,1640,3280
P-1685,1129,"Sprink-Codo  1""""""",,156,847,132132
P-1685,1130,"Sprink-Tee Mecánica   3"""" x 2 1/2""""""",,5,4752,23760
P-1685,1131,"Sprink-Tee Mecánica   2"""" x 1""""""",,75,1901,142575
P-1685,1132,"Sprink-Tee Mecánica   1 1/2"""" x 1""""""",,12,1901,22812
P-1685,1133,"Sprink-Reducción   4"""" x 3""""""",,1,2368,2368
P-1685,1134,"Sprink-Reducción   4"""" x 2""""""",,52,1996,103792
P-1685,1135,"Sprink-Reducción   3"""" x 1 1/2""""""",,1,1196,1196
P-1685,1136,"Sprink-Reducción   3"""" x 2""""""",,2,1291,2582
P-1685,1137,"Sprink-Reducción   3"""" x 1""""""",,5,1196,5980
P-1685,1138,"Sprink-Reducción   2 1/2"""" x 1 1/2""""""",,6,1164,6984
P-1685,1139,"Sprink-Reducción   2"""" x 1""""""",,50,1940,97000
P-1685,1140,"Sprink-Unión   4""""""",,147,2883,423801
P-1685,1141,"Sprink-Unión   3""""""",,77,2376,182952
P-1685,1142,"Sprink-Unión   2 1/2""""""",,11,2123,23353
P-1685,1143,"Sprink-Unión   2""""""",,493,1877,925361
P-1685,1144,"Sprink-Unión   1 1/2""""""",,43,1592,68456
P-1685,1145,"Sprink-Unión   1""""""",,487,1830,891210
P-1685,1146,"Sprink-Soporte Pera   4""""""",,25,546,13650
P-1685,1147,"Sprink-Soporte Pera   3""""""",,20,261,5220
P-1685,1148,"Sprink-Soporte Pera   2""""""",,49,253,12397
P-1685,1149,"Sprink-Soporte Pera   1 1/2""""""",,11,238,2618
P-1685,1150,"Sprink-Soporte Pera   1""""""",,29,198,5742
P-1685,1151,Sprink-Taco Anclaje,,202,150,30300
P-1685,1152,Sprink-Espárrago,,68,2368,161024
P-1685,1153,"Sprink-Tapa   6""""""",,1,6510,6510
P-1685,1154,"Sprink-Tapa   4""""""",,4,1948,7792
P-1685,1155,"Sprink-Reducción   1"""" x 1/2""""""",,160,634,101440
P-1685,1156,"Sprink-Válvula Prueba y Drenaje  1""""""",,4,57293,229172
P-1685,1157,"Sprink-Copla Storz con tapa  2""""""",,6,16553,99318
P-1685,1158,Sprink-Señalética,,1,50000,50000
P-1685,1159,Sprink-Tolco Fig 980,,76,6795,516420
P-1685,1160,"Sprink-Tolco Fig 4  3""""""",,35,10312,360920
P-1685,1161,"Sprink-Tolco Fig 4  4""""""",,41,10732,440012
P-1685,1162,Sprink-Instalación,,1,1,1
P-1685,1163,Sprink-Otros materiales,Gl,1,699350,699350
P-1685,1164,Gastos Directos-Alimentación y viatico,,4,1672000,6688000
P-1685,1165,Gastos Directos-Alojamiento,,4,600000,2400000
P-1685,1166,Gastos Directos-Movilización y gastos de traslado,,4,1408000,5632000
P-1685,1167,Gastos Directos-Equipo de Administración de Obra  Parcial,,4,2000000,8000000
P-1685,1168,Gastos Directos-Fletes,,4,750000,3000000
P-1685,1169,Gastos Directos-Otros Gastos Directos,Gl,1,1543200,1543200
P-1685,1170,MANO DE OBRA,Gl,1,12349279,12349279
P-1685,1171,SUPERVISION,Gl,1,2168522,2168522
P-1685,1172,Soportes-Suministro e Instalación de 4 Soportes Acero Galvanizados,,1,100000,100000
P-1685,1173,Gastos Directos-Alimentación y viatico,,1,38000,38000
P-1685,1174,Gastos Directos-Movilización y gastos de traslado,,1,32000,32000
P-1685,1175,MANO DE OBRA,Gl,1,133779,133779
P-1685,1176,SUPERVISION,Gl,1,20324,20324
P-1685,1177,Soportes-Suministro e Instalación de Soporte,,1,25000,25000
P-1685,1178,Soportes-HDPE  100mm,,12,9000,108000
P-1685,1179,Soportes-Otros materiales,Gl,1,18620,18620
P-1685,1180,Gastos Directos-Alimentación y viatico,,1,57000,57000
P-1685,1181,Gastos Directos-Movilización y gastos de traslado,,1,48000,48000
P-1685,1182,Gastos Directos-Flete,,1,100000,100000
P-1685,1183,MANO DE OBRA,,1,240237,240237
P-1685,1184,SUPERVISIÓN,,1,36497,36497
P-1685,1185,Soporte gabinete en escala sur romana -Suministro e Instalación de Soporte Galvanizado,,1,300000,300000
P-1685,1186,Soporte Gabinetes Respel-Suministro e Instalación Soporte Galvanizado,,1,277000,277000
P-1685,1187,Montaje HDPE en Portería-Montaje de HDPE 90 mm,,1,120000,120000
P-1685,1188,Montaje HDPE en Portería-Codo,,1,4000,4000
P-1685,1189,Montaje HDPE en Portería-Otros materiales,Gl,1,8680,8680
P-1685,1190,Gastos Directos-Alimentación y viatico,,1,114000,114000
P-1685,1191,Gastos Directos-Movilización y gastos de traslado,,1,468000,468000
P-1685,1192,MANO DE OBRA,,1,1132365,1132365
P-1685,1193,SUPERVISIÓN,,1,244285,244285
P-1685,1194,Empalme hacia manifold en Romana y Portería-Empalme hacia manifold en Romana y Portería,,1,150000,150000
P-1685,1195,Empalme hacia manifold en Romana y Portería-Arranque al grifo,,1,150000,150000
P-1685,1196,Empalme hacia manifold en Romana y Portería-Otros materiales,Gl,1,21000,21000
P-1685,1197,Gastos Directos-Alimentación y viatico,,1,228000,228000
P-1685,1198,Gastos Directos-Alojamiento,,1,80000,80000
P-1685,1199,Gastos Directos-Movilización y gastos de traslado,,1,192000,192000
P-1685,1200,Gastos Directos-Equipo de Administración de Obra  Parcial,,1,266667,266667
P-1685,1201,MANO DE OBRA,,1,1179277,1179277
P-1685,1202,SUPERVISIÓN,,1,254406,254406
P-1685,1203,Suministro e Instalación de Pernos en Válvulas de Pie y Grifos-Suministro e Instalación de Pernos,,1,300000,300000
P-1685,1204,Suministro e Instalación de Pernos en Válvulas de Pie y Grifos-Otros materiales,Gl,1,42000,42000
P-1685,1205,Gastos Directos-Alimentación y viatico,,1,76000,76000
P-1685,1206,Gastos Directos-Alojamiento,,1,20000,20000
P-1685,1207,Gastos Directos-Movilización y gastos de traslado,,1,64000,64000
P-1685,1208,Gastos Directos-Equipo de Administración de Obra  Parcial,,1,66667,66667
P-1685,1209,MANO DE OBRA,,1,221114,221114
P-1685,1210,SUPERVISIÓN,,1,47701,47701
P-1685,1211,"Grifos, Postes y Válvulas-Instalación Grifo",,2,30000,60000
P-1685,1212,"Grifos, Postes y Válvulas-Suministro e Instalación Válvula Angular  2 1/2""""""",,4,103524,414096
P-1685,1213,"Grifos, Postes y Válvulas-Instalación de Postes",,2,20000,40000
P-1685,1214,"Grifos, Postes y Válvulas-Otros materiales",Gl,1,35987,35987
P-1685,1215,Gastos Directos-Alimentación y viatico,,1,152000,152000
P-1685,1216,Gastos Directos-Alojamiento,,1,40000,40000
P-1685,1217,Gastos Directos-Movilización y gastos de traslado,,1,128000,128000
P-1685,1218,Gastos Directos-Equipo de Administración de Obra  Parcial,,1,133333,133333
P-1685,1219,MANO DE OBRA,,1,467100,467100
P-1685,1220,SUPERVISIÓN,,1,100768,100768
P-1685,1221,Soportes Manifold-Soportes Manifold Portería y Romana,,1,580000,580000
P-1685,1222,Soportes Manifold-Otros materiales,Gl,1,81200,81200
P-1685,1223,Gastos Directos-Alimentación y viatico,,1,76000,76000
P-1685,1224,Gastos Directos-Alojamiento,,1,20000,20000
P-1685,1225,Gastos Directos-Movilización y gastos de traslado,,1,64000,64000
P-1685,1226,Gastos Directos-Equipo de Administración de Obra  Parcial,,1,66667,66667
P-1685,1227,MANO DE OBRA,,1,137214,137214
P-1685,1228,SUPERVISIÓN,,1,48584,48584
P-1686,1001,"CCTV-Camara HD Bala 3,6mm IR 30mts IP67 Dahua HAC-HFW1100D-0360B-S3",,26,22000,572000
P-1686,1002,"CCTV-Camara HD Domo 2,8 mm Metalica Ascensor Dahua HAC-T2A11-0280B",,2,12000,24000
P-1686,1003,"CCTV-Camara HD Domo 2,7-12 mm IR 30mts IP66 Dahua HAC-HDBW1100RN-VF-S3",,7,25000,175000
P-1686,1004,CCTV-DVR HD 16 CH Dahua XVR4116HS-X,,3,65000,195000
P-1686,1005,CCTV-Disco Duro   2TB,,3,80000,240000
P-1686,1006,"CCTV-Monitor LCD  32""""""",,3,130000,390000
P-1686,1007,CCTV-Fuente de poder  VDC,,10,15000,150000
P-1686,1008,CCTV-Cableado,,1500,195,292500
P-1686,1009,CCTV-Cableado ascensores  FTP,,180,400,72000
P-1686,1010,CCTV-Balun,,35,3000,105000
P-1686,1011,CCTV-UPS  5KVA,,1,1350000,1350000
P-1686,1012,CCTV-Otros materiales,Gl,1,196102,196102
P-1686,1013,Citofonia-Central de Conserjeria Fermax 9423,,1,230790,230790
P-1686,1014,Citofonia-Citofono de depto. Fermax 3444,,137,14130,1935810
P-1686,1015,Citofonia-Adaptador de Linea Fermax 3255,,2,5652,11304
P-1686,1016,Citofonia-Fuente de poder Fermax 4825,,2,45687,91374
P-1686,1017,"Citofonia-Cableado  0,9mm",,4000,220,880000
P-1686,1018,Citofonia-Regenerador 2 troncales Fermax 3269,,1,103620,103620
P-1686,1019,Citofonia-Otros materiales,Gl,1,195239,195239
P-1686,1020,Deteccion y alarma de incendio-Sensor de Humo UL  convencional,,113,10200,1152600
P-1686,1021,Deteccion y alarma de incendio-Sensor de T°  UL  convencional,,106,10500,1113000
P-1686,1022,Deteccion y alarma de incendio-Palanca de incendio UL  convencional,,32,12000,384000
P-1686,1023,Deteccion y alarma de incendio-Sirena,,41,5900,241900
P-1686,1024,Deteccion y alarma de incendio-Sensor de Ducto,,1,89000,89000
P-1686,1025,Deteccion y alarma de incendio-Central de Incendio DSC NEO HSPCB2064,,1,100000,100000
P-1686,1026,Deteccion y alarma de incendio-Teclado  DSC NEO H2LCD,,1,55000,55000
P-1686,1027,Deteccion y alarma de incendio-Tarjeta expansora DSC NEO HSM2108,,6,16500,99000
P-1686,1028,Deteccion y alarma de incendio-Fuente de poder  vdc,,6,40000,240000
P-1686,1029,Deteccion y alarma de incendio-Cableado,,3800,170,646000
P-1686,1030,Deteccion y alarma de incendio-Cableado Vertical,,190,1800,342000
P-1686,1031,Deteccion y alarma de incendio-Otros materiales,Gl,1,267750,267750
P-1686,1032,Alarma robo e intrusion-Central de Depto 3 zonas BOSCH DS3MX,,137,17500,2397500
P-1686,1033,Alarma robo e intrusion-Sensor magnetico   Puerta,,144,875,126000
P-1686,1034,Alarma robo e intrusion-Sensor magnetico   ventana,,156,720,112320
P-1686,1035,Alarma robo e intrusion-Sensor de Quiebre,,31,10000,310000
P-1686,1036,Alarma robo e intrusion-Central de Robo PARADOX EVO192,,1,90000,90000
P-1686,1037,Alarma robo e intrusion-Teclado  PARADOX K656,,1,50000,50000
P-1686,1038,Alarma robo e intrusion-Tarjeta expansora PARADOX ZX8,,18,38000,684000
P-1686,1039,Alarma robo e intrusion-Fuente de poder  VDC,,5,35000,175000
P-1686,1040,Alarma robo e intrusion-Cableado Vertical,,120,1800,216000
P-1686,1041,Alarma robo e intrusion-Cableado,,6000,160,960000
P-1686,1042,Alarma robo e intrusion-Sirena de Robo,,1,25000,25000
P-1686,1043,Alarma robo e intrusion-Otros materiales,Gl,1,308749,308749
P-1686,1044,Control de Acceso-Central Comunicación Aiphone LEF-5,,1,67039,67039
P-1686,1045,Control de Acceso-Portero Aiphone LE-DA,,2,24900,49800
P-1686,1046,Control de Acceso-Fuente de poder Aiphone PS/12,,1,30646,30646
P-1686,1047,Control de Acceso-Cableado,,100,200,20000
P-1686,1048,Control de Acceso-Otros materiales,Gl,1,11724,11724
P-1686,1049,Automatizacion de Portones-Motor porton Abatible 2 hojas BFT LUX,,1,520000,520000
P-1686,1050,Automatizacion de Portones-Baliza,,1,14000,14000
P-1686,1051,Automatizacion de Portones-Haz Fotoelectrico,,1,12000,12000
P-1686,1052,Automatizacion de Portones-Cableado.,,600,190,114000
P-1686,1053,Automatizacion de Portones-Receptor remoto Garrison 1 canal,,1,12000,12000
P-1686,1054,Automatizacion de Portones-Control remoto Garrison 1 canal,,140,7000,980000
P-1686,1055,Automatizacion de Portones-Otros materiales,Gl,1,107380,107380
P-1686,1056,"Telecomunicaciones-ANTENA UHF, CANALES 21/48, G = 12 dB",,1,36295,36295
P-1686,1057,Telecomunicaciones-MASTIL 2500x40x2 mm GALVANIZADO,,1,16847,16847
P-1686,1058,Telecomunicaciones-GARRAS DE MURO PARA TACOS 300 mm,,2,5530,11060
P-1686,1059,Telecomunicaciones-Bastidor 42 U,,2,350000,700000
P-1686,1060,Telecomunicaciones-Caja de Distribución  600X1000X250mm,,21,100000,2100000
P-1686,1061,Telecomunicaciones-Cable Coaxial RG-6,,13900,170,2363000
P-1686,1062,Telecomunicaciones-Cable Coaxial RG-11,,700,800,560000
P-1686,1063,Telecomunicaciones-Adaptador RG11 a RG6,,91,1850,168350
P-1686,1064,Telecomunicaciones-Derivador 4,,84,7325,615300
P-1686,1065,Telecomunicaciones-Derivador 3,,80,7325,586000
P-1686,1066,Telecomunicaciones-Abrazadera Jack,,80,3174,253920
P-1686,1067,Telecomunicaciones-Splitter 2 Salidas,,127,580,73660
P-1686,1068,Telecomunicaciones-Splitter 3 Salidas,,211,1248,263328
P-1686,1069,Telecomunicaciones-Splitter 4 Salidas,,36,2900,104400
P-1686,1070,Telecomunicaciones-Mezclador,,2,157000,314000
P-1686,1071,Telecomunicaciones-Conector F  prensado,,2405,150,360750
P-1686,1072,Telecomunicaciones-Amplificador,,4,431750,1727000
