CODIGO_PROYECTO,PARTIDA_PRESUPUESTARIA,PRODUCTO,UNIDAD,CANTIDAD,COSTO_UNITARIO,COSTO_TOTAL
P-1602,1001,DETECCIÓN-Central  de detección Hochiki FNP1127US00RS220,,1,428490,428490
P-1602,1002,DETECCIÓN-Sensor Humo Hochiki ALN-C,,49,20866,1022434
P-1602,1003,DETECCIÓN-Sensor de temperatura Hochiki ATJ-EA,,4,23846,95384
P-1602,1004,DETECCIÓN-Base Sensores Hochiki HSB-NSA-6,,53,2608,138224
P-1602,1005,DETECCIÓN-Palanca Manual Hochiki DCP-AMS,,13,27200,353600
P-1602,1006,DETECCIÓN-Sirena c/Strobo EST,,13,20000,260000
P-1602,1007,DETECCIÓN-Bateria,,2,7000,14000
P-1602,1008,DETECCIÓN-Fuente 220VAC/24VAC 3A c/ Cargador  FN-300X-C (220V),,1,95013,95013
P-1602,1009,DETECCIÓN-Modulo relay Hochiki R2ML,,2,30180,60360
P-1602,1010,DETECCIÓN-Cable 2x18 UL,,908,190,172520
P-1602,1011,DETECCIÓN-Cable vertical,,48,190,9120
P-1602,1012,DETECCIÓN-Otros materiales,Gl,1,185440,185440
P-1602,1013,CCTV-Cámara Mini Domo Dahua HDCVI. Lente fijo 2.8mm. 20 Mts SMART IR. Resolución 720P (1280x720),,13,8000,104000
P-1602,1014,"""CCTV-Cámara Tipo Bala Dahua HDCVI. Lente fijo 2.8mm. Sensor 1/4"""". 20 Mts SMART IR. IP67. Resolución 720P (1280x720), Plástica  """,,12,8500,102000
P-1602,1015,"CCTV-Cable  cat5 UNIFILAR, 100% cobre  UTP CAT-5e",,915,170,155550
P-1602,1016,CCTV-Monitor LCD  17 A 19,,2,62000,124000
P-1602,1017,CCTV-Balun,,25,2600,65000
P-1602,1018,CCTV-Fuente poder,,2,30000,60000
P-1602,1019,CCTV-DVR 16 CH digital Dahua HCVR4116HS-S3,,2,56980,113960
P-1602,1020,CCTV-Disco duro  1 TB,,2,52000,104000
P-1602,1021,CCTV-Cable vertical,,93,1300,120900
P-1602,1022,CCTV-Otros materiales,Gl,1,66459,66459
P-1602,1023,CITOFONIA-CITÓFONO  Bticino Sprint c/Func aux,,94,20176,1896544
P-1602,1024,CITOFONIA-CENTRAL CITOFONIA  BTicino 344002,,1,229913,229913
P-1602,1025,"CITOFONIA-cable de 0,9 mm. Interior",,3120,136,424320
P-1602,1026,CITOFONIA-T/Caja Emb C/Marco 2mod Vert PLACAS DE ACCESO PARA LLAMADA A CONSERJERÍA,,6,14423,86538
P-1602,1027,CITOFONIA-T/Corniza Terminac 2mod Alum PLACAS DE ACCESO PARA LLAMADA A CONSERJERÍA,,6,16060,96360
P-1602,1028,CITOFONIA-Grupo Fonicop/Sist.Digital PLACAS DE ACCESO PARA LLAMADA A CONSERJERÍA,,6,62531,375186
P-1602,1029,CITOFONIA-T/Mod Front P/Fonico 1 Puls Al PLACAS DE ACCESO PARA LLAMADA A CONSERJERÍA,,6,12587,75522
P-1602,1030,CITOFONIA-Deriv Montant/Placa Videodigit EQUIPOS DE INTERCONEXIÓN DEL SISTEMA: A INSTALAR EN TABLERO O GABINETE,,1,27107,27107
P-1602,1031,CITOFONIA-T/Aliment Digit/Video Anal 10m EQUIPOS DE INTERCONEXIÓN DEL SISTEMA: A INSTALAR EN TABLERO O GABINETE,,1,46956,46956
P-1602,1032,CITOFONIA-Interfaz P/Sistema 2 Hilos EQUIPOS DE INTERCONEXIÓN DEL SISTEMA: A INSTALAR EN TABLERO O GABINETE,,1,138705,138705
P-1602,1033,CITOFONIA-Alimentador P/Sist 2 Hil 100pi EQUIPOS DE INTERCONEXIÓN DEL SISTEMA: A INSTALAR EN TABLERO O GABINETE,,1,48863,48863
P-1602,1034,CITOFONIA-Configuradores 1 X 10 Unds ELEMENTOS DE CONFIGURACIÓN DEL SISTEMA,,2,3249,6498
P-1602,1035,CITOFONIA-Configuradores 2 X 10 Unds ELEMENTOS DE CONFIGURACIÓN DEL SISTEMA,,2,3249,6498
P-1602,1036,CITOFONIA-Configuradores 3 X 10 Unds ELEMENTOS DE CONFIGURACIÓN DEL SISTEMA,,2,3249,6498
P-1602,1037,CITOFONIA-Configuradores 4 X 10 Unds ELEMENTOS DE CONFIGURACIÓN DEL SISTEMA,,2,3249,6498
P-1602,1038,CITOFONIA-Configuradores 5 X 10 Unds ELEMENTOS DE CONFIGURACIÓN DEL SISTEMA,,2,3249,6498
P-1602,1039,CITOFONIA-Configuradores 6 X 10 Unds ELEMENTOS DE CONFIGURACIÓN DEL SISTEMA,,2,3249,6498
P-1602,1040,CITOFONIA-Configuradores 7 X 10 Unds ELEMENTOS DE CONFIGURACIÓN DEL SISTEMA,,2,3249,6498
P-1602,1041,CITOFONIA-Configuradores 8 X 10 Unds ELEMENTOS DE CONFIGURACIÓN DEL SISTEMA,,2,3249,6498
P-1602,1042,CITOFONIA-Configuradores 9 X 10 Unds ELEMENTOS DE CONFIGURACIÓN DEL SISTEMA,,11,3249,35739
P-1602,1043,CITOFONIA-Otros materiales,Gl,1,247443,247443
P-1602,1044,INTRUSIÓN-Sensor magnético Ventánas  IMAKE IM - 133/WH,,56,590,33040
P-1602,1045,INTRUSIÓN-Sensor magnético Puertas  IMAKE IM - 133/BR,,15,720,10800
P-1602,1046,INTRUSIÓN-Panel de Alarma Mini Central Bosch Bosch DS3-MX,,15,14500,217500
P-1602,1047,INTRUSIÓN-Cable UTP 5E unifilar interior Trimerx o similar (100% Cu)   T14380059,,1870,170,317900
P-1602,1048,INTRUSIÓN-Expansor Honeywell 4219,,1,15426,15426
P-1602,1049,INTRUSIÓN-Fuente 220VAC/12VDC 10A Switching  T14390362,,1,30000,30000
P-1602,1050,INTRUSIÓN-Central Vista 20 Honeywell VISTA-20P,,1,28169,28169
P-1602,1051,INTRUSIÓN-Bateria,,1,8000,8000
P-1602,1052,INTRUSIÓN-Teclado Honeywell 6148,,1,15426,15426
P-1602,1053,INTRUSIÓN-Otros materiales,Gl,1,20288,20288
P-1602,1054,"ACCESO-Control de Acceso Stand Alone, Pin + Prox. Capacidad para 6500 usuarios. Retroilimunado. SIB S208-EM",,1,30000,30000
P-1602,1055,ACCESO-Trabador electromagnético Vians VI-280AST,,2,35000,70000
P-1602,1056,ACCESO-Pulsador apertura de puerta ats DSA,,3,5500,16500
P-1602,1057,ACCESO-Fuente de alimentación,,2,20000,40000
P-1602,1058,ACCESO-Cableado,,120,180,21600
P-1602,1059,ACCESO-Tarjeta de proximidad,,10,1000,10000
P-1602,1060,ACCESO-Motor portón acceso vehicular FAAC 746,,1,343194,343194
P-1602,1061,ACCESO-Kit de instalación motor (fotoceldas y baliza),,1,35000,35000
P-1602,1062,ACCESO-Accesorio para Puerta de Vidrio Seco-Larm,,2,12000,24000
P-1602,1063,ACCESO-Otros materiales,Gl,1,41321,41321
P-1602,1064,MANO DE OBRA,Gl,1,2884420,2884420
P-1602,1065,SUPERVISION,Gl,1,576884,576884
P-1603,1001,CCTV-DVR 16 canales HDCVI Dahua HCVR4116HS-S3,,2,56723,113446
P-1603,1002,CCTV-Cámara Domo Dahua HAC-HDW1000M2.8-S3,,1,9900,9900
P-1603,1003,CCTV-Cámara Bullet Interior Dahua HAC-HFW1000RM-S3,,13,9900,128700
P-1603,1004,CCTV-Cámara Bullet Perimetral Dahua HAC-HFW1100D-0360B-S3,,4,20924,83696
P-1603,1005,CCTV-Balun,,18,2450,44100
P-1603,1006,CCTV-Fuente cámara,,4,25000,100000
P-1603,1007,CCTV-Monitor 19,,2,44643,89286
P-1603,1008,CCTV-Disco Duro 1T,,2,41500,83000
P-1603,1009,CCTV-Cableado,,1100,180,198000
P-1603,1010,CCTV-Cableado Vertical,,30,2300,69000
P-1603,1011,CCTV-Otros materiales,Gl,1,64339,64339
P-1603,1012,Alarma-Central Robo e intrusión Honeywell VISTA-128BPT,,1,154460,154460
P-1603,1013,Alarma-Teclado Alarma Honeywell 6164SP,,1,48520,48520
P-1603,1014,Alarma-Expansor de Zona Honeywell 4208SN,,3,14760,44280
P-1603,1015,Alarma-Fuente de poder,,1,90000,90000
P-1603,1016,Alarma-Sensor Magnético Sobrepuesto,,194,560,108640
P-1603,1017,Alarma-Sensor Magnético Embutido,,20,750,15000
P-1603,1018,Alarma-Cableado,,2600,180,468000
P-1603,1019,Alarma-Cableado Vertical,,20,1000,20000
P-1603,1020,Alarma-Central Alarma Departamento Honeywell Vista 20P,,20,28461,569220
P-1603,1021,Alarma-Teclado Alarma Honeywell 6148SP,,20,15576,311520
P-1603,1022,Alarma-Otros materiales,Gl,1,128074,128074
P-1603,1023,Detec-Expansor de Zona Honeywell 4208SN,,6,14760,88560
P-1603,1024,Detec-Sensor de temperatura  2H,,1,5300,5300
P-1603,1025,Detec-Sensor de Humo  4H,,71,5800,411800
P-1603,1026,Detec-Fuente poder,,1,70000,70000
P-1603,1027,Detec-Palanca de Alarma acción simple,,14,7000,98000
P-1603,1028,Detec-Sirena Estroboscópica,,14,2900,40600
P-1603,1029,Detec-Cableado,,1500,180,270000
P-1603,1030,Detec-Cableado Vertical,,80,1000,80000
P-1603,1031,Detec-Modulo de relé Honeywell 4204,,1,18631,18631
P-1603,1032,Detec-Otros materiales,Gl,1,75802,75802
P-1603,1033,Portón-Kit Portón corredera  FAAC 844,,1,427193,427193
P-1603,1034,Portón-Baliza calle conectada a portón interior  220v,,1,15000,15000
P-1603,1035,Portón-Fotocelda,,2,13500,27000
P-1603,1036,Portón-Botón Conserjería,,1,3376,3376
P-1603,1037,Portón-Control remoto,,104,4500,468000
P-1603,1038,Portón-Receptor Control remoto,,1,13000,13000
P-1603,1039,Portón-Cable,,150,200,30000
P-1603,1040,Portón-Otros materiales,Gl,1,68850,68850
P-1603,1041,CCAA-Unidad Control de acceso 4 puertas Dahua ASC-1204C,,6,126800,760800
P-1603,1042,CCAA-Fuente para Control de Acceso Dahua,,6,15000,90000
P-1603,1043,CCAA-Cable,,400,200,80000
P-1603,1044,CCAA-Lectora de tarjeta + pin Dahua,,6,51060,306360
P-1603,1045,CCAA-Tarjeta Proximidad,,102,840,85680
P-1603,1046,CCAA-Otros materiales,Gl,1,92599,92599
P-1603,1047,Citof-Estación de Entrada con botonera de selección directa,,1,0,0
P-1603,1048,Citof-Módulo de cámara color Aiphone IN-000GT/VA,,9,90036,810324
P-1603,1049,Citof-Panel de cámara Aiphone IN-000GT/VP,,9,9754,87786
P-1603,1050,Citof-Módulo de audio Aiphone IN-000GT/DA,,10,30387,303870
P-1603,1051,Citof-Panel de de audio Aiphone IN-000GT/DP,,10,8253,82530
P-1603,1052,Citof-Módulo de botonera Aiphone IN-000GT/SW,,10,7878,78780
P-1603,1053,Citof-Panel de 1 botón Aiphone IN-000GF/1P,,10,6753,67530
P-1603,1054,Citof-Marco frontal de 3 módulos Aiphone IN-000GF/3F,,9,9754,87786
P-1603,1055,Citof-Caja trasera de 3 módulos para empotrar Aiphone IN-000GF/3B,,9,3001,27009
P-1603,1056,Citof-Marco frontal de 2 módulos Aiphone IN-000GF/2F,,1,8253,8253
P-1603,1057,Citof-Caja trasera de 2 módulos para empotrar Aiphone IN-000GF/2B,,1,2626,2626
P-1603,1058,Citof-Central de Conserjería Aiphone IN-000GT/MK,,1,143307,143307
P-1603,1059,Citof-Sujetador para Central de Conserjería Aiphone IN-000GFW/S,,1,7503,7503
P-1603,1060,Citof-Estaciones para departamentos,,1,0,0
P-1603,1061,Citof-Citófono principal c/ monitor color manos libres Aiphone IN-000GT/1C,,1,114796,114796
P-1603,1062,"Citof-Citófono principal de audio, sin intercomunicación Aiphone IN-000GT/1D",,56,17257,966392
P-1603,1063,Citof-Unidades de Control,,1,0,0
P-1603,1064,Citof-Fuente de Poder Aiphone IN-PS/2420S,,5,44643,223215
P-1603,1065,Citof-Unidad control de bus de audio Aiphone IN000GT/BC,,3,19883,59649
P-1603,1066,Citof-Expansor de Unidad control de bus de audio Aiphone IN00GT/BCX,,1,132053,132053
P-1603,1067,Citof-Unidad de control para video y expansor Aiphone IN-000GT/VBC,,1,45393,45393
P-1603,1068,Citof-Expansor de Unidad de control para video y expansor Aiphone IN-000GT/VBX,,1,73154,73154
P-1603,1069,Citof-Cableado,,2200,135,297000
P-1603,1070,Citof-Cableado Vertical,,80,300,24000
P-1603,1071,Citof-Cableado Citófonos Ascensor,,160,450,72000
P-1603,1072,Citof-Destrabador,,8,40000,320000
P-1603,1073,Citof-Pulsador Puerta,,8,5252,42016
P-1603,1074,Citof-Pulsador Conserjería,,7,3376,23632
P-1603,1075,Citof-Otros materiales,Gl,1,287051,287051
P-1603,1076,MANO DE OBRA,Gl,1,3543400,3543400
P-1603,1077,SUPERVISION,Gl,1,708680,708680
P-1603,1078,CCTV-Cableado,,400,180,72000
P-1603,1079,CCTV-Otros materiales,Gl,1,8640,8640
P-1603,1080,MANO DE OBRA,Gl,1,98000,98000
P-1603,1081,SUPERVISION,Gl,1,19600,19600
P-1603,1082,Cerco Eléctrico-Metro lineal de cerco  6 hebras,,270,2800,756000
P-1603,1083,Cerco Eléctrico-Energizador  XPower i12 3000 Ml 1 Joule,,1,86000,86000
P-1603,1084,Cerco Eléctrico-Gabinete,,1,35000,35000
P-1603,1085,Cerco Eléctrico-Sirena c/baliza (incluye gabinete protección intemperie),,1,11000,11000
P-1603,1086,Cerco Eléctrico-Letreros Advertencia,,28,750,21000
P-1603,1087,Cerco Eléctrico-Batería  12V 7Ah,,1,10000,10000
P-1603,1088,Cerco Eléctrico-Otros materiales,Gl,1,64330,64330
P-1603,1089,MANO DE OBRA,Gl,1,116410,116410
P-1603,1090,SUPERVISION,Gl,1,23282,23282
P-1603,1091,"Cerco Eléctrico-Soldadura, Discos de Corte",,1,32000,32000
P-1603,1092,Cerco Eléctrico-Otros materiales,Gl,1,2240,2240
P-1603,1093,MANO DE OBRA,Gl,1,238000,238000
P-1603,1094,SUPERVISION,Gl,1,47600,47600
P-1603,1095,Alarma Robo-Sensor Movimiento Inalámbrico,,36,32000,1152000
P-1603,1096,Alarma Robo-Receptor SMI,,15,28000,420000
P-1603,1097,Alarma Robo-Otros materiales,Gl,1,110040,110040
P-1603,1098,MANO DE OBRA,Gl,1,294000,294000
P-1603,1099,SUPERVISION,Gl,1,58800,58800
P-1603,1100,Alarma Robo-Sensores Magnéticos,,8,1000,8000
P-1603,1101,Alarma Robo-Otros materiales,Gl,1,560,560
P-1603,1102,MANO DE OBRA,Gl,1,56000,56000
P-1603,1103,SUPERVISION,Gl,1,11200,11200
P-1604,1001,Deteccion-Central de Alarmas Hochiki FNP1127US00RS220,,1,424350,424350
P-1604,1002,Deteccion-Detectores de humo Hochiki  ALN-V,,50,21402,1070100
P-1604,1003,Deteccion-Detectores de temperatura Hochiki  ATJ-EA,,3,23616,70848
P-1604,1004,Deteccion-Detectores de rayo lineal (emisor y receptor) Hochiki  SPC-24 (beam),,22,244499,5378978
P-1604,1005,"Deteccion-Palanca Incendio Doble Accion UL, FM Hochiki  DCP-AMS LP/S",,12,29889,358668
P-1604,1006,Deteccion-Módulo de Monitoreo doble acción Hochiki  DCP-AMS-LP/S,,11,29919,329109
P-1604,1007,Deteccion-Base Detector  Hochiki HSB-NSA-6 (inteligentes),,53,2583,136899
P-1604,1008,Deteccion-Fuente de poder  4a,,1,166050,166050
P-1604,1009,Deteccion-Sirena con Estrobo Led VDC Interior,,12,22000,264000
P-1604,1010,Deteccion-Cable Incendio 2x18 AWG Sin Pantalla UL  metros,,1535,200,307000
P-1604,1011,Deteccion-Canalización metáñica  metros,,850,1200,1020000
P-1604,1012,Deteccion-Otros materiales,Gl,1,714451,714451
P-1604,1013,GGD-Elevador de personas,,1,1300000,1300000
P-1604,1014,GGD-Movilización,,1,350000,350000
P-1604,1015,GGD-Otros materiales,Gl,1,214500,214500
P-1604,1016,MANO DE OBRA,Gl,1,1518738,1518738
P-1604,1017,SUPERVISION,Gl,1,303748,303748
P-1605,1001,CCTV-DVR 16 canales HDCVI Dahua HCVR4116HS-S3,,2,56723,113446
P-1605,1002,CCTV-Cámara Domo Dahua HAC-HDW1000M2.8-S3,,3,9900,29700
P-1605,1003,CCTV-Cámara Bullet Interior Dahua HAC-HFW1000RM-S3,,7,9900,69300
P-1605,1004,CCTV-Cámara Bullet Exterior Dahua HAC-HFW1100D-0360B-S3,,7,20924,146468
P-1605,1005,CCTV-Balun,,17,2353,40001
P-1605,1006,CCTV-Fuente cámara,,4,25000,100000
P-1605,1007,"""CCTV-Monitor 17""""  """,,2,60000,120000
P-1605,1008,CCTV-Disco Duro 1T,,2,43900,87800
P-1605,1009,CCTV-Cableado,,900,180,162000
P-1605,1010,CCTV-Cableado Vertical,,20,2300,46000
P-1605,1011,CCTV-Otros materiales,Gl,1,64030,64030
P-1605,1012,Citof y Port-Estación de Entrada con botonera de selección directa,,1,0,0
P-1605,1013,Citof y Port-Módulo de audio Aiphone IN-000GT/DA,,9,30634,275706
P-1605,1014,Citof y Port-Panel de de audio Aiphone IN-000GT/DP,,9,8320,74880
P-1605,1015,Citof y Port-Módulo de botonera Aiphone IN-000GT/SW,,9,7942,71478
P-1605,1016,Citof y Port-Panel de 1 botón Aiphone IN-000GF/1P,,9,6808,61272
P-1605,1017,Citof y Port-Marco frontal de 2 módulos Aiphone IN-000GF/2F,,9,8320,74880
P-1605,1018,Citof y Port-Caja trasera de 2 módulos para empotrar Aiphone IN-000GF/2B,,9,2647,23823
P-1605,1019,Citof y Port-Estación de Conserjería,,1,0,0
P-1605,1020,Citof y Port-Central de Conserjería Aiphone IN-000GT/MK,,1,144472,144472
P-1605,1021,Citof y Port-Sujetador para Central de Conserjería Aiphone IN-000GFW/S,,1,7564,7564
P-1605,1022,Citof y Port-Estaciones para departamentos,,1,0,0
P-1605,1023,"Citof y Port-Citófono principal de audio, sin intercomunicación Aiphone IN-000GT/1D",,105,17397,1826685
P-1605,1024,Citof y Port-Unidades de Control,,1,0,0
P-1605,1025,Citof y Port-Fuente de Poder Aiphone IN-PS/2420S,,5,45006,225030
P-1605,1026,Citof y Port-Unidad control de bus de audio Aiphone IN000GT/BC,,3,20045,60135
P-1605,1027,Citof y Port-Expansor de Unidad control de bus de audio Aiphone IN00GT/BCX,,1,133126,133126
P-1605,1028,Citof y Port-Cableado,,3500,136,476000
P-1605,1029,Citof y Port-Cableado Vertical,,80,300,24000
P-1605,1030,Citof y Port-Pulsador Conserjería,,5,3404,17020
P-1605,1031,Citof y Port-Chapa Electromagnética,,3,50000,150000
P-1605,1032,Citof y Port-Destrabador,,5,45000,225000
P-1605,1033,Citof y Port-Pulsador Puerta Metálico,,3,5295,15885
P-1605,1034,Citof y Port-Otros materiales,Gl,1,272126,272126
P-1605,1035,Alarma-Central Robo e intrusión Honeywell VISTA-128BPT,,1,155715,155715
P-1605,1036,Alarma-Teclado Alarma Honeywell 6164SP,,1,48914,48914
P-1605,1037,Alarma-Expansor de Zona Honeywell 4208SN,,2,14880,29760
P-1605,1038,Alarma-Centralita Bosch DS3MX,,14,15000,210000
P-1605,1039,Alarma-Fuente de poder,,1,60000,60000
P-1605,1040,Alarma-Sensor Magnético Sobrepuesto,,114,560,63840
P-1605,1041,Alarma-Sensor Magnético Embutido,,14,750,10500
P-1605,1042,Alarma-Cableado,,1300,180,234000
P-1605,1043,Alarma-Cableado Vertical,,40,1000,40000
P-1605,1044,Alarma-Otros materiales,Gl,1,59691,59691
P-1605,1045,Detec-Teclado Alarma Honeywell 6160CR-2,,1,49852,49852
P-1605,1046,Detec-Expansor de Zona Honeywell 4208SN,,7,14880,104160
P-1605,1047,Detec-Sensor de temperatura  2H,,17,5300,90100
P-1605,1048,Detec-Sensor de Humo  4H,,66,5800,382800
P-1605,1049,Detec-Fuente poder,,1,60000,60000
P-1605,1050,Detec-Palanca de Alarma acción simple,,9,7000,63000
P-1605,1051,Detec-Sirena Estroboscópica,,9,2900,26100
P-1605,1052,Detec-Sensor de nivel,,2,25000,50000
P-1605,1053,Detec-Cableado,,1500,180,270000
P-1605,1054,Detec-Cableado Vertical,,40,1000,40000
P-1605,1055,Detec-Modulo de relé Honeywell 4204,,1,18782,18782
P-1605,1056,Detec-Otros materiales,Gl,1,80836,80836
P-1605,1057,"Portón-Kit Portón batiente 1 hoja (BRAZO, CENTRAL ALPHA, ELECTROCER. EBP Y 2 TX) BFT LUX G - 5 m",,2,333300,666600
P-1605,1058,Portón-Baliza calle conectada a portón interior  220v,,2,15000,30000
P-1605,1059,Portón-Fotocelda,,4,13500,54000
P-1605,1060,Portón-Botón Conserjería,,2,3404,6808
P-1605,1061,Portón-Control remoto,,110,4500,495000
P-1605,1062,Portón-Receptor Control remoto,,2,13500,27000
P-1605,1063,Portón-Cable,,400,200,80000
P-1605,1064,Portón-Otros materiales,Gl,1,95159,95159
P-1605,1065,MANO DE OBRA,Gl,1,3230150,3230150
P-1605,1066,SUPERVISION,Gl,1,646030,646030
P-1605,1067,Alarm Inal-Central Robo e intrusión DSC HS2128PCBSPA,,1,107100,107100
P-1605,1068,Alarm Inal-Descuento Centralita Bosch DS3MX,,-14,15000,-210000
P-1605,1069,Alarm Inal-Expansor de Zona DSC HSM2108,,11,15725,172975
P-1605,1070,"Alarm Inal-Kit de Alarma Inalámbrica, que incluye: PANEL 32 ZI y 2ZA, 1 Batería Respaldo 12h, 1 Sensor de Movimiento, 1 Contacto Magnético, 1 Control Remoto y 2 Tag (Armar y Desarmar)",,104,86405,8986120
P-1605,1071,Alarm Inal-Cableado desde Centrales Inalámbrica Dpto. a Central de Alarma Conserjería,,2500,180,450000
P-1605,1072,Alarm Inal-Cableado Vertical,,30,1000,30000
P-1605,1073,Alarm Inal-Teclado,,1,47515,47515
P-1605,1074,Alarm Inal-Otros materiales,Gl,1,287512,287512
P-1605,1075,MANO DE OBRA,Gl,1,1260771,1260771
P-1605,1076,SUPERVISION,Gl,1,252154,252154
P-1606,1001,CCTV-DVR 16 canales Dahua HCVR4216A-S3,,1,56723,56723
P-1606,1002,CCTV-Cámara Domo Ascensor Dahua HAC-HDBW1100RN-VF-S3,,2,20420,40840
P-1606,1003,CCTV-Cámara Bullet Dahua HAC-HFW1100R-VF-S3,,8,18570,148560
P-1606,1004,CCTV-Balun,,10,2450,24500
P-1606,1005,CCTV-Fuente cámara,,2,25000,50000
P-1606,1006,"""CCTV-Monitor 21""""  """,,1,60000,60000
P-1606,1007,"""CCTV-Monitor 32""""  """,,1,120000,120000
P-1606,1008,CCTV-Disco Duro 2T,,1,56000,56000
P-1606,1009,CCTV-Cableado,,500,180,90000
P-1606,1010,CCTV-Cableado Vertical,,20,2300,46000
P-1606,1011,CCTV-Grabador DVD,,1,35000,35000
P-1606,1012,CCTV-Cableado Cámaras en Ascensores,,150,450,67500
P-1606,1013,CCTV-UPS,,1,48745,48745
P-1606,1014,CCTV-Otros materiales,Gl,1,59071,59071
P-1606,1015,Cit-Citófono Aiphone GT-1D,,142,17117,2430614
P-1606,1016,Cit-Central Aiphone GT-MK,,1,142142,142142
P-1606,1017,Cit-Fuente Aiphone IQ-PS/2420S,,5,44280,221400
P-1606,1018,Cit-Unidad de control Bus Aiphone IN-000GT/BC,,3,19721,59163
P-1606,1019,Cit-Modulo de expansión Aiphone GT-BCX,,1,130979,130979
P-1606,1020,Cit-Cableado Aiphone,,4000,134,536000
P-1606,1021,Cit-Cableado Citofonía Ascensor,,150,450,67500
P-1606,1022,Cit-Cableado Vertical,,100,300,30000
P-1606,1023,Cit-Otros materiales,Gl,1,253230,253230
P-1606,1024,Detec-Central Detección Honeywell VISTA-128BPT,,1,153204,153204
P-1606,1025,Detec-Teclado Alarma Honeywell 6160CR-2,,1,49048,49048
P-1606,1026,Detec-Expansor de Zona Honeywell 4208SN,,7,13908,97356
P-1606,1027,Detec-Sensor de termovelocimétrico,,21,8500,178500
P-1606,1028,Detec-Sensor de Humo,,72,11110,799920
P-1606,1029,Detec-Fuente poder,,1,30000,30000
P-1606,1030,Detec-Palanca de Alarma UL,,45,12000,540000
P-1606,1031,Detec-Sirena Estroboscópica,,45,22125,995625
P-1606,1032,Detec-Cableado,,2600,160,416000
P-1606,1033,Detec-Cableado Vertical,,150,1200,180000
P-1606,1034,Detec-Modulo de relé Honeywell 4204,,1,18479,18479
P-1606,1035,Detec-Otros materiales,Gl,1,242069,242069
P-1606,1036,"Portón-Kit Portón batiente 1 hoja (BRAZO, CENTRAL ALPHA, ELECTROCER. EBP Y 2 TX) BFT LUX G - 5 m",,1,333300,333300
P-1606,1037,Portón-Baliza calle conectada a portón interior  220v,,1,15000,15000
P-1606,1038,Portón-Fotocelda,,1,13500,13500
P-1606,1039,Portón-Botón Conserjería,,1,3349,3349
P-1606,1040,Portón-Control remoto,,110,4500,495000
P-1606,1041,Portón-Receptor Control remoto,,1,13000,13000
P-1606,1042,Portón-Cable,,200,200,40000
P-1606,1043,Portón-Otros materiales,Gl,1,63920,63920
P-1606,1044,MANO DE OBRA,Gl,1,3128300,3128300
P-1606,1045,SUPERVISION,Gl,1,625660,625660
P-1606,1046,CCTV-Cámara Bullet Dahua HAC-HFW1100R-VF-S3,,2,18570,37140
P-1606,1047,CCTV-Balun,,2,2450,4900
P-1606,1048,CCTV-Fuente cámara,,1,25000,25000
P-1606,1049,CCTV-Cableado,,150,180,27000
P-1606,1050,CCTV-Cableado Vertical,,30,600,18000
P-1606,1051,CCTV-Otros materiales,Gl,1,7843,7843
P-1606,1052,Citofonía Aiphone-Citófono Aiphone GT-1D,,1,17117,17117
P-1606,1053,Citofonía Aiphone-Cableado Aiphone,,50,134,6700
P-1606,1054,Citofonía Aiphone-Otros materiales,Gl,1,1667,1667
P-1606,1055,Porteros-Central Portería Aiphone Lef 3,,1,40840,40840
P-1606,1056,Porteros-Portero de entrada Aiphone Le-da,,2,19032,38064
P-1606,1057,Porteros-Fuente Aiphone PS/12,,1,25376,25376
P-1606,1058,Porteros-Cableado Porteros,,100,200,20000
P-1606,1059,Porteros-Otros materiales,Gl,1,8700,8700
P-1606,1060,"Automatización de Portón-Kit Portón batiente 1 hoja (BRAZO, CENTRAL ALPHA, ELECTROCER. EBP Y 2 TX) BFT LUX G - 5 m",,-1,333300,-333300
P-1606,1061,"Automatización de Portón-Kit Portón batiente 2 hojas (2 BRAZOS,CENTRAL ALCOR N, ELECTROCER. EBP Y 2 TX) BFT  Lux 2,5 m",,1,500000,500000
P-1606,1062,Control Acceso Biométrico-Chapa Electromagnética Scanavinni,,1,60000,60000
P-1606,1063,Control Acceso Biométrico-Lector Biometrico Dahua ASI1212A,,1,90000,90000
P-1606,1064,Control Acceso Biométrico-Cable,,100,200,20000
P-1606,1065,Control Acceso Biométrico-Pulsador Puerta Itzumi,,1,5209,5209
P-1606,1066,Control Acceso Biométrico-Otros materiales,Gl,1,17521,17521
P-1606,1067,MANO DE OBRA,Gl,1,162925,162925
P-1606,1068,SUPERVISION,Gl,1,32585,32585
P-1607,1001,CCTV-Camara domo fja Varifocal  HK-IZDIP1M3,,9,69410,624690
P-1607,1002,CCTV-NVR 16 CH  HK-IZN216HD,,1,255000,255000
P-1607,1003,CCTV-Disco Duro  1TB,,1,45000,45000
P-1607,1004,CCTV-Monitor,,1,90000,90000
P-1607,1005,CCTV-Cableado,,610,218,132980
P-1607,1006,CCTV-Fuente de poder,,3,10000,30000
P-1607,1007,CCTV-Otros materiales,Gl,1,82437,82437
P-1607,1008,Deteccion de Incendio-Sensor de Humo direccionable Hochiki ALN-V,,36,25593,921348
P-1607,1009,Deteccion de Incendio-Pulsador manual Direccionable Hochiki DCP-AMS,,4,31893,127572
P-1607,1010,Deteccion de Incendio-Sirena con estrobo  GEH12-WR 12v,,4,25000,100000
P-1607,1011,Deteccion de Incendio-Cableado,,915,224,204960
